Name,Job,Salary
"Loss adjuster, chartered",Administrator,20
Bonds trader,"Engineer, electrical",23
Ship broker,Hospital doctor,20
"Editor, magazine features","Restaurant manager, fast food",31
Environmental education officer,Sales executive,19
"Surveyor, rural practice","Copywriter, advertising",31
"Engineer, chemical",Energy engineer,17
Armed forces logistics/support/administrative officer,Advertising art director,28
Health visitor,"Nurse, adult",28
"Therapist, nutritional",Banker,22
Building surveyor,Counsellor,19
Fast food restaurant manager,Geochemist,27
Textile designer,Air broker,32
International aid/development worker,Ergonomist,27
Geographical information systems officer,Tourist information centre manager,32
"Designer, interior/spatial",Radio broadcast assistant,31
Museum/gallery conservator,Occupational hygienist,22
Camera operator,Archivist,30
Press photographer,Herbalist,21
Geophysicist/field seismologist,Press photographer,29
Maintenance engineer,"Teacher, adult education",29
Analytical chemist,"Librarian, academic",16
Land/geomatics surveyor,Tourism officer,21
"Engineer, electronics",Photographer,27
Community development worker,Government social research officer,27
Logistics and distribution manager,Veterinary surgeon,27
"Radiographer, diagnostic",Television production assistant,21
Environmental consultant,Heritage manager,27
Television production assistant,Advice worker,21
Video editor,"Teacher, music",24
Research scientist (maths),"Engineer, land",21
Ecologist,Academic librarian,15
"Editor, film/video",Microbiologist,26
"Nurse, children's",Clinical embryologist,24
"Engineer, agricultural",Commercial art gallery manager,32
"Optician, dispensing","Engineer, automotive",24
Radio producer,"Psychologist, counselling",17
"Designer, interior/spatial",Software engineer,32
Food technologist,Catering manager,15
Occupational psychologist,"Engineer, mining",15
Systems analyst,"Loss adjuster, chartered",25
"Accountant, chartered","Psychologist, occupational",31
Tax inspector,Theatre director,23
Solicitor,Warehouse manager,17
Printmaker,"Secretary, company",28
"Teacher, music","Administrator, sports",15
"Exhibitions officer, museum/gallery",Quantity surveyor,15
Minerals surveyor,Dietitian,15
"Surveyor, quantity",Building control surveyor,23
"Teacher, adult education",Multimedia specialist,23
Food technologist,Field seismologist,22
Hospital doctor,Bookseller,21
Company secretary,Publishing copy,20
Fisheries officer,Company secretary,30
Building surveyor,Television production assistant,25
"Engineer, structural",IT trainer,22
Animator,Research scientist (life sciences),23
Science writer,"Clinical scientist, histocompatibility and immunogenetics",30
"Psychologist, prison and probation services","Presenter, broadcasting",21
Technical author,Mining engineer,17
"Psychologist, sport and exercise",Patent examiner,23
Site engineer,Retail manager,15
Agricultural engineer,"Production designer, theatre/television/film",31
Osteopath,"Programmer, multimedia",30
Public house manager,"Teacher, secondary school",28
IT technical support officer,Broadcast presenter,26
Artist,Pensions consultant,32
"Loss adjuster, chartered",Regulatory affairs officer,22
Equality and diversity officer,"Social research officer, government",22
Microbiologist,Actor,29
Historic buildings inspector/conservation officer,Occupational therapist,17
Market researcher,Research scientist (life sciences),30
Data scientist,Technical author,19
Land,Podiatrist,17
"Engineer, site",Social researcher,24
Equities trader,Public affairs consultant,24
"Journalist, magazine",Research scientist (medical),19
"Surveyor, commercial/residential",Environmental education officer,27
Chief Executive Officer,Exercise physiologist,19
Site engineer,Travel agency manager,17
Personnel officer,"Engineer, building services",16
"Designer, blown glass/stained glass",Land,23
Museum/gallery exhibitions officer,Toxicologist,32
Armed forces logistics/support/administrative officer,Bonds trader,15
Plant breeder/geneticist,Geochemist,21
"Accountant, chartered public finance",Information systems manager,27
Estate manager/land agent,"Pharmacist, hospital",23
Architect,Volunteer coordinator,15
"Designer, fashion/clothing",Technical brewer,29
Dentist,"Nurse, adult",28
Museum/gallery conservator,Contracting civil engineer,27
Data scientist,Holiday representative,26
Orthoptist,Environmental manager,16
Chartered certified accountant,"Scientist, research (medical)",24
Product manager,"Production assistant, television",29
Social worker,Careers information officer,19
"Psychologist, forensic",Art gallery manager,16
"Engineer, automotive",Homeopath,29
Government social research officer,Public affairs consultant,19
Armed forces operational officer,Film/video editor,28
Tree surgeon,Petroleum engineer,30
"Engineer, agricultural",Estate agent,19
Planning and development surveyor,Estate agent,15
Database administrator,Solicitor,16
"Therapist, music",Television production assistant,31
Adult nurse,Public house manager,21
Data processing manager,Academic librarian,16
Race relations officer,Artist,22
Financial risk analyst,Accommodation manager,23
Building control surveyor,"Pharmacist, hospital",31
"Scientist, research (life sciences)","Psychologist, forensic",21
"Teacher, adult education","Surveyor, rural practice",31
Ergonomist,Software engineer,16
Artist,"Engineer, energy",32
Translator,Environmental consultant,20
Accommodation manager,Medical illustrator,27
Control and instrumentation engineer,Midwife,26
Technical author,"Engineer, biomedical",15
Learning disability nurse,Land/geomatics surveyor,28
Sub,"Engineer, communications",16
"Engineer, site",Building surveyor,30
Travel agency manager,Podiatrist,19
Telecommunications researcher,Naval architect,20
Haematologist,Barrister,28
"Pharmacist, hospital",Oceanographer,26
Statistician,Camera operator,30
Fashion designer,"Scientist, physiological",29
"Production assistant, television",Clinical embryologist,30
"Education officer, community",Cartographer,17
Music therapist,"Engineer, production",27
Educational psychologist,Music tutor,17
Herbalist,Retail banker,31
Retail manager,Research scientist (physical sciences),16
Photographer,"Teacher, adult education",22
Health physicist,Historic buildings inspector/conservation officer,21
Industrial buyer,Systems developer,20
Volunteer coordinator,Podiatrist,30
Careers adviser,"Designer, ceramics/pottery",32
"Engineer, communications",Gaffer,29
Sports administrator,Mechanical engineer,25
"Civil engineer, consulting","Engineer, technical sales",17
Animator,Advice worker,19
Legal executive,Broadcast engineer,15
Field seismologist,"Scientist, water quality",16
Education administrator,Volunteer coordinator,29
"Nurse, children's",Sports coach,27
Chief Financial Officer,Dramatherapist,28
Hospital doctor,Armed forces technical officer,19
Insurance broker,"Administrator, sports",27
Immigration officer,Cytogeneticist,24
"Engineer, manufacturing","Psychologist, forensic",26
Armed forces training and education officer,"Designer, textile",22
Veterinary surgeon,Pensions consultant,31
Holiday representative,Field trials officer,23
"Scientist, research (medical)","Scientist, biomedical",22
Professor Emeritus,Quality manager,22
Seismic interpreter,Probation officer,23
Administrator,"Engineer, automotive",25
Child psychotherapist,Printmaker,20
Quality manager,Senior tax professional/tax inspector,21
Probation officer,"Biochemist, clinical",18
Hydrographic surveyor,Chief Executive Officer,18
Sports administrator,Systems developer,21
"Lecturer, higher education",Osteopath,18
"Physicist, medical",Land/geomatics surveyor,19
Pathologist,Civil Service fast streamer,23
Seismic interpreter,Publishing rights manager,30
"Solicitor, Scotland",Adult nurse,18
Textile designer,Soil scientist,28
Television floor manager,Clinical embryologist,30
"Loss adjuster, chartered",Mudlogger,17
"Therapist, music","Clinical scientist, histocompatibility and immunogenetics",18
"Therapist, sports",Occupational therapist,19
Catering manager,Psychiatric nurse,23
"Pharmacist, hospital",Sub,25
Copy,Warden/ranger,32
Industrial buyer,Meteorologist,27
"Scientist, biomedical",Multimedia programmer,15
"Scientist, audiological",TEFL teacher,19
Public affairs consultant,"Psychologist, counselling",23
Academic librarian,Brewing technologist,26
Corporate investment banker,"Journalist, newspaper",27
Media buyer,"Designer, fashion/clothing",16
Museum/gallery curator,Marine scientist,18
"Engineer, building services","Psychologist, educational",19
Electronics engineer,Minerals surveyor,28
Applications developer,"Surveyor, land/geomatics",17
Commercial horticulturist,"Therapist, horticultural",15
"Civil engineer, contracting",Arts administrator,19
"Pharmacist, community","Secretary, company",30
Industrial buyer,"Designer, graphic",17
Phytotherapist,Probation officer,17
Catering manager,"Engineer, mining",21
"Scientist, water quality",Economist,30
Writer,Medical sales representative,15
Arboriculturist,Child psychotherapist,22
Public relations officer,Clinical molecular geneticist,31
"Exhibitions officer, museum/gallery",Call centre manager,21
"Pharmacist, hospital",Chief Executive Officer,29
Firefighter,Air traffic controller,32
"Accountant, chartered public finance",Health service manager,31
Catering manager,"Surveyor, planning and development",19
Architect,Health promotion specialist,32
Air broker,Special effects artist,23
Health service manager,Science writer,31
Clothing/textile technologist,Gaffer,25
Public librarian,Pensions consultant,23
"Sound technician, broadcasting/film/video","Sound technician, broadcasting/film/video",24
"Surveyor, building control","Therapist, nutritional",18
"Psychotherapist, dance movement",Trading standards officer,17
Hydrographic surveyor,Systems analyst,27
Graphic designer,Energy engineer,18
Automotive engineer,Dance movement psychotherapist,27
Environmental manager,"Development worker, community",26
"Lighting technician, broadcasting/film/video","Geneticist, molecular",23
Solicitor,Financial adviser,31
"Pharmacist, community",Conference centre manager,28
"Therapist, occupational","Therapist, art",24
Market researcher,"Programmer, applications",18
Photographer,Occupational therapist,22
Best boy,"Engineer, building services",16
Broadcast presenter,Higher education lecturer,24
IT consultant,"Embryologist, clinical",26
"Designer, television/film set",Geophysical data processor,26
Web designer,"Psychologist, educational",26
Best boy,"Librarian, public",27
Acupuncturist,"Designer, fashion/clothing",15
Physiological scientist,Science writer,29
Personnel officer,Environmental education officer,22
Therapeutic radiographer,"Editor, film/video",15
Forensic scientist,Multimedia specialist,19
Waste management officer,Metallurgist,27
Solicitor,Hotel manager,31
Social worker,Physiological scientist,32
Environmental health practitioner,"Engineer, communications",32
Market researcher,Paramedic,20
"Engineer, technical sales",Chief Operating Officer,15
Building surveyor,Multimedia programmer,18
Adult nurse,"Engineer, manufacturing systems",19
IT technical support officer,Merchant navy officer,17
Pharmacologist,Senior tax professional/tax inspector,27
Public librarian,Oceanographer,25
Ergonomist,"Clinical scientist, histocompatibility and immunogenetics",15
Insurance broker,Conference centre manager,27
Armed forces training and education officer,Food technologist,27
"Administrator, Civil Service",Ophthalmologist,18
Transport planner,Publishing copy,26
Cytogeneticist,Product manager,21
Chief Technology Officer,"Producer, radio",25
"Surveyor, minerals","Chemist, analytical",20
Dance movement psychotherapist,Soil scientist,22
Insurance account manager,Telecommunications researcher,22
Operational investment banker,Sports administrator,30
Location manager,Solicitor,19
Teaching laboratory technician,Commercial art gallery manager,30
Armed forces training and education officer,Chemical engineer,32
Lawyer,Advertising copywriter,20
"Therapist, nutritional",Ambulance person,26
Clinical cytogeneticist,"Scientist, research (physical sciences)",32
"Therapist, sports",Tree surgeon,21
"Engineer, structural",Immigration officer,21
Multimedia programmer,"Journalist, magazine",24
"Lecturer, further education",Oceanographer,15
"Conservator, museum/gallery",Garment/textile technologist,26
Statistician,Civil Service administrator,23
Pathologist,Field trials officer,32
Dietitian,"Engineer, site",24
Futures trader,Environmental health practitioner,19
"Education officer, community",Petroleum engineer,15
Community pharmacist,Patent attorney,25
"Therapist, horticultural",Insurance risk surveyor,31
Counsellor,"Research officer, political party",20
Sports coach,Herpetologist,25
IT consultant,"Psychologist, occupational",29
"Engineer, production",Academic librarian,26
"Doctor, general practice",Dance movement psychotherapist,19
"Lighting technician, broadcasting/film/video","Nurse, adult",19
Bonds trader,"Scientist, clinical (histocompatibility and immunogenetics)",15
Research scientist (medical),Freight forwarder,16
Architect,Media planner,26
Control and instrumentation engineer,Tax inspector,31
General practice doctor,"Journalist, broadcasting",15
Pensions consultant,Emergency planning/management officer,15
"Engineer, maintenance","Engineer, electrical",24
Research scientist (maths),Charity officer,24
Outdoor activities/education manager,Radio broadcast assistant,32
Chief Financial Officer,Newspaper journalist,15
Financial risk analyst,Retail banker,26
Office manager,Chartered management accountant,17
Senior tax professional/tax inspector,Broadcast engineer,21
Interpreter,Aid worker,31
International aid/development worker,Multimedia programmer,15
Sports development officer,Data scientist,28
"Engineer, materials",Chemical engineer,25
Futures trader,Primary school teacher,16
Biomedical scientist,Fisheries officer,24
Hydrologist,Mudlogger,31
Horticultural consultant,"Administrator, sports",23
"Lecturer, further education",Arts administrator,32
"Scientist, research (medical)",Corporate investment banker,30
Retail manager,Counselling psychologist,27
"Engineer, control and instrumentation",Aid worker,29
"Designer, textile",Toxicologist,22
Ecologist,Research scientist (medical),28
"Engineer, water",Musician,19
Armed forces technical officer,Passenger transport manager,21
Legal executive,Geochemist,22
Insurance underwriter,Medical sales representative,29
Broadcast journalist,Neurosurgeon,19
"Producer, radio",Therapeutic radiographer,16
"Surveyor, planning and development",Licensed conveyancer,19
Astronomer,Television production assistant,19
"Clinical scientist, histocompatibility and immunogenetics",Adult nurse,27
Interior and spatial designer,"Engineer, maintenance (IT)",29
Bookseller,Clinical molecular geneticist,15
"Therapist, art","Surveyor, minerals",30
Aeronautical engineer,Chiropodist,22
Ecologist,Chartered certified accountant,18
"Development worker, international aid",Health service manager,19
Furniture designer,Geophysicist/field seismologist,26
"Librarian, public",Cabin crew,19
"Administrator, Civil Service",Chief Strategy Officer,20
Minerals surveyor,Education administrator,20
Medical physicist,"Psychologist, counselling",26
Public librarian,Further education lecturer,20
Air broker,Computer games developer,16
Jewellery designer,Further education lecturer,30
Product designer,"Administrator, local government",23
"Surveyor, insurance","Teacher, early years/pre",31
Health and safety adviser,Commercial/residential surveyor,24
Clinical research associate,Clinical molecular geneticist,19
"Nurse, mental health","Runner, broadcasting/film/video",15
Housing manager/officer,Chiropodist,32
"Nurse, children's","Therapist, drama",28
Technical sales engineer,Horticultural therapist,27
Warehouse manager,Retail buyer,24
Town planner,Intelligence analyst,21
"Engineer, chemical",Theatre stage manager,25
Occupational hygienist,Drilling engineer,30
"Designer, industrial/product",Radio producer,21
"Designer, textile",Financial trader,32
Geophysical data processor,Technical author,17
Science writer,Arts administrator,24
Diagnostic radiographer,Technical brewer,29
Interior and spatial designer,"Development worker, international aid",27
"Editor, magazine features",Publishing rights manager,29
Microbiologist,Industrial buyer,22
Cartographer,"Psychologist, sport and exercise",19
Brewing technologist,"Designer, industrial/product",22
"Production assistant, television",Legal executive,22
"Designer, textile",Sports development officer,17
Quantity surveyor,Technical sales engineer,18
Government social research officer,"Editor, film/video",29
Armed forces logistics/support/administrative officer,Technical author,25
"Civil engineer, contracting",Accounting technician,26
"Surveyor, building","Designer, multimedia",29
Travel agency manager,Animal technologist,16
International aid/development worker,Professor Emeritus,17
Commercial horticulturist,Corporate treasurer,19
Nature conservation officer,"Editor, commissioning",20
"Designer, multimedia",Multimedia programmer,16
Office manager,Land,28
Lexicographer,"Programmer, systems",28
Advertising art director,Manufacturing systems engineer,22
Media planner,Ranger/warden,24
"Psychologist, forensic",Trade union research officer,32
Industrial/product designer,"Investment banker, corporate",23
"Embryologist, clinical",Chartered legal executive (England and Wales),21
Water quality scientist,Insurance claims handler,16
Research scientist (physical sciences),"Chemist, analytical",17
Chiropodist,Media buyer,24
"Geneticist, molecular",Patent examiner,26
"Surveyor, insurance",Drilling engineer,24
Contractor,Data scientist,24
Restaurant manager,Land/geomatics surveyor,21
Video editor,Newspaper journalist,25
Hotel manager,Academic librarian,31
"Engineer, agricultural",Building services engineer,16
"Engineer, water",Fashion designer,22
"Administrator, sports",Food technologist,16
Higher education careers adviser,Technical author,17
"Psychologist, counselling",Legal secretary,21
Drilling engineer,"Programme researcher, broadcasting/film/video",28
"Education officer, community","Designer, ceramics/pottery",31
Chiropodist,Best boy,19
"Administrator, arts",Medical physicist,29
Careers information officer,General practice doctor,18
Field trials officer,Research scientist (physical sciences),30
Tour manager,Hydrogeologist,27
Orthoptist,"Surveyor, land/geomatics",17
Tour manager,"Scientist, research (life sciences)",15
Purchasing manager,Furniture designer,16
"Surveyor, commercial/residential",Broadcast presenter,21
Airline pilot,"Chemist, analytical",20
"Engineer, aeronautical",Musician,28
Actor,Market researcher,24
Systems analyst,Dance movement psychotherapist,29
Ambulance person,Commercial/residential surveyor,19
"Surveyor, minerals",Contractor,17
"Buyer, retail",Press photographer,20
Counsellor,Accommodation manager,32
"Scientist, water quality",Call centre manager,17
Administrator,Estate manager/land agent,17
Advertising account planner,"Civil engineer, consulting",19
Education administrator,Architect,21
Games developer,Trade union research officer,17
Research scientist (maths),Consulting civil engineer,24
Community development worker,Applications developer,16
Retail manager,"Administrator, charities/voluntary organisations",18
IT technical support officer,Environmental health practitioner,29
"Surveyor, insurance",Community arts worker,15
Brewing technologist,"Doctor, hospital",21
Garment/textile technologist,"Surveyor, hydrographic",31
Office manager,Music therapist,23
"Physicist, medical",Warden/ranger,29
Building services engineer,Theatre director,16
Forest/woodland manager,Airline pilot,18
Accounting technician,"Solicitor, Scotland",16
"Lighting technician, broadcasting/film/video",Field seismologist,25
Occupational therapist,Glass blower/designer,32
Textile designer,Volunteer coordinator,23
Print production planner,"Engineer, production",24
Product manager,Accommodation manager,29
Paediatric nurse,Estate manager/land agent,24
"Investment banker, operational",Curator,21
"Engineer, agricultural","Physicist, medical",24
Prison officer,Geographical information systems officer,16
Counselling psychologist,"Designer, blown glass/stained glass",25
Actuary,Equality and diversity officer,21
Commercial art gallery manager,Animal technologist,18
Commercial horticulturist,"Designer, ceramics/pottery",15
Exhibition designer,Forest/woodland manager,22
"Librarian, public",Occupational hygienist,31
"Conservator, furniture","Scientist, research (life sciences)",26
Secondary school teacher,Secretary/administrator,16
Advertising art director,Astronomer,27
Bonds trader,"Restaurant manager, fast food",17
"Research officer, government",Set designer,27
"Development worker, community",Cabin crew,31
Claims inspector/assessor,Magazine journalist,28
Software engineer,Teaching laboratory technician,26
"Surveyor, minerals",Warehouse manager,27
Retail manager,Dispensing optician,30
Personal assistant,Advertising copywriter,28
Private music teacher,Public librarian,27
Mudlogger,Futures trader,21
Recycling officer,Learning mentor,29
Clinical molecular geneticist,Bookseller,32
Advertising account executive,"Teacher, music",16
Holiday representative,Academic librarian,20
Geophysicist/field seismologist,"Investment banker, operational",32
"Therapist, art",Colour technologist,20
Chemical engineer,"Scientist, product/process development",22
"Engineer, manufacturing",Advertising art director,20
"Civil engineer, contracting",Hospital doctor,20
"Administrator, sports",Geophysical data processor,29
"Conservation officer, nature",Museum/gallery exhibitions officer,24
"Programme researcher, broadcasting/film/video","Surveyor, building control",16
Freight forwarder,Astronomer,21
"Designer, interior/spatial",Museum/gallery exhibitions officer,30
Community pharmacist,Retail banker,23
Solicitor,Armed forces technical officer,32
Radio broadcast assistant,Sports therapist,17
Pensions consultant,Agricultural engineer,15
Animator,"Scientist, marine",27
Dispensing optician,Learning mentor,21
Community arts worker,Early years teacher,29
Careers information officer,Ceramics designer,30
"Civil engineer, consulting",Clinical embryologist,21
Corporate treasurer,Marine scientist,25
Academic librarian,Museum education officer,20
Set designer,Comptroller,27
Furniture conservator/restorer,Patent examiner,17
Product/process development scientist,"Engineer, materials",20
Pharmacologist,Mining engineer,29
Field trials officer,Investment analyst,17
Commissioning editor,Call centre manager,32
Travel agency manager,Hospital doctor,31
"Nurse, mental health","Runner, broadcasting/film/video",26
Jewellery designer,"Geologist, wellsite",15
"Editor, commissioning","Administrator, sports",32
Chemical engineer,Call centre manager,15
"Scientist, physiological","Engineer, agricultural",28
"Surveyor, building control",Trade mark attorney,31
"Engineer, communications",Charity officer,19
Financial planner,"Administrator, education",32
Set designer,Youth worker,16
Public relations account executive,"Therapist, horticultural",22
"Engineer, communications",Warehouse manager,23
Radio broadcast assistant,Lawyer,22
Freight forwarder,Financial controller,22
"Psychologist, forensic",Health visitor,15
"Programmer, systems",Public relations officer,32
Agricultural consultant,Clinical cytogeneticist,17
"Teacher, music",Theatre director,24
Water quality scientist,Visual merchandiser,23
Mental health nurse,"Scientist, clinical (histocompatibility and immunogenetics)",30
Equality and diversity officer,"Therapist, drama",19
Theatre manager,Hospital pharmacist,16
Chiropractor,Nutritional therapist,29
Network engineer,Recycling officer,26
"Radiographer, diagnostic",Publishing copy,19
Applications developer,Best boy,23
"Teacher, early years/pre",Telecommunications researcher,22
Environmental education officer,"Secretary, company",30
Immigration officer,Barrister's clerk,28
Mining engineer,Community pharmacist,16
"Editor, commissioning","Engineer, manufacturing",26
Sales executive,Local government officer,27
Advertising account executive,Adult nurse,27
Air traffic controller,Phytotherapist,23
"Therapist, drama",Lawyer,16
Warehouse manager,Clinical embryologist,32
"Psychologist, prison and probation services",Armed forces logistics/support/administrative officer,26
"Designer, graphic",Veterinary surgeon,22
"Production assistant, radio","Programmer, systems",25
Chief Marketing Officer,Geophysicist/field seismologist,26
Research scientist (physical sciences),"Clinical scientist, histocompatibility and immunogenetics",25
Biomedical engineer,Learning mentor,30
Toxicologist,Editorial assistant,22
Armed forces operational officer,Government social research officer,26
Careers information officer,"Radiographer, diagnostic",32
Dietitian,Microbiologist,24
Automotive engineer,Information officer,32
Meteorologist,Retail manager,23
"Psychotherapist, dance movement",Chief Operating Officer,23
Air traffic controller,Education administrator,27
"Designer, ceramics/pottery",Forensic psychologist,20
"Surveyor, rural practice",Television production assistant,20
Educational psychologist,Systems analyst,16
Analytical chemist,Health and safety inspector,32
Chartered public finance accountant,"Horticulturist, amenity",28
Community arts worker,"Investment banker, operational",20
Medical physicist,Patent attorney,25
"Designer, interior/spatial",Community pharmacist,25
"Therapist, drama",Equality and diversity officer,27
Rural practice surveyor,"Engineer, communications",27
Chartered legal executive (England and Wales),Cartographer,19
Hotel manager,Counselling psychologist,30
Bonds trader,Proofreader,27
"Lighting technician, broadcasting/film/video",Proofreader,20
Management consultant,Telecommunications researcher,22
Legal secretary,"Surveyor, rural practice",24
Special effects artist,"Conservation officer, nature",27
Diplomatic Services operational officer,Structural engineer,16
Printmaker,Armed forces operational officer,20
Cytogeneticist,Chartered certified accountant,23
Production engineer,"Editor, film/video",31
Interpreter,"Journalist, broadcasting",22
Land,Agricultural engineer,18
Pathologist,Warden/ranger,32
Control and instrumentation engineer,"Loss adjuster, chartered",21
Retail manager,"Surveyor, insurance",15
Archaeologist,"Accountant, chartered public finance",18
"Geologist, wellsite","Therapist, music",27
"Physicist, medical","Engineer, chemical",20
Probation officer,Colour technologist,20
"Scientist, research (medical)",Facilities manager,17
Equities trader,Waste management officer,29
Professor Emeritus,"Education officer, museum",29
Data processing manager,Fisheries officer,28
"Psychologist, forensic",Aid worker,31
Geochemist,Counselling psychologist,32
Financial adviser,"Teacher, special educational needs",23
Dramatherapist,Chartered legal executive (England and Wales),24
Microbiologist,Chief of Staff,25
Art therapist,"Radiographer, therapeutic",23
Podiatrist,Estate agent,23
"Psychologist, forensic",Armed forces technical officer,19
"Engineer, maintenance (IT)",Insurance account manager,19
Community pharmacist,Ship broker,31
Nature conservation officer,Production engineer,32
Materials engineer,Drilling engineer,22
Clinical embryologist,Geoscientist,31
Horticultural therapist,Tax adviser,23
Fisheries officer,Public relations account executive,25
Police officer,Contracting civil engineer,22
Retail banker,Charity officer,32
Materials engineer,Customer service manager,22
"Administrator, charities/voluntary organisations","Librarian, academic",20
Early years teacher,Secretary/administrator,26
"Conservation officer, nature",Product manager,19
Clinical cytogeneticist,Air cabin crew,31
Food technologist,"Engineer, biomedical",26
Meteorologist,"Administrator, local government",26
Clinical molecular geneticist,Insurance broker,17
Clothing/textile technologist,Learning disability nurse,23
Community pharmacist,English as a second language teacher,25
Computer games developer,Commissioning editor,32
Medical laboratory scientific officer,Air broker,32
"Secretary, company",Occupational therapist,18
"Designer, blown glass/stained glass","Engineer, technical sales",23
Archivist,"Production assistant, radio",23
Risk manager,Land/geomatics surveyor,19
Estate manager/land agent,"Engineer, maintenance (IT)",27
Glass blower/designer,Geographical information systems officer,31
Network engineer,Applications developer,16
Senior tax professional/tax inspector,"Engineer, chemical",22
"Engineer, materials",Tourist information centre manager,28
"Designer, television/film set","Scientist, forensic",22
"Surveyor, building control","Librarian, academic",17
Printmaker,"Nurse, adult",32
"Administrator, arts","Editor, commissioning",31
"Psychologist, forensic",Manufacturing engineer,20
Careers adviser,"Engineer, civil (contracting)",28
Forensic psychologist,Clothing/textile technologist,26
"Chemist, analytical",Optometrist,25
Community development worker,Customer service manager,30
"Clinical scientist, histocompatibility and immunogenetics",Financial manager,31
"Engineer, automotive","Scientist, research (maths)",27
Chemical engineer,"Geologist, engineering",25
Arboriculturist,"Teacher, adult education",30
Counselling psychologist,Telecommunications researcher,30
Land/geomatics surveyor,Transport planner,27
Quantity surveyor,Structural engineer,18
"Therapist, nutritional","Engineer, drilling",30
Podiatrist,Patent examiner,25
Sports development officer,Ophthalmologist,24
Sports therapist,"Sales professional, IT",21
"Teacher, adult education",Ceramics designer,19
"Loss adjuster, chartered",Armed forces technical officer,22
Higher education lecturer,"Administrator, sports",30
Audiological scientist,Research scientist (maths),20
Illustrator,Dealer,16
Research scientist (medical),Photographer,30
Drilling engineer,Animator,31
"Psychologist, sport and exercise","Engineer, petroleum",17
"Accountant, chartered management","Engineer, technical sales",18
"Programmer, applications",Health visitor,15
"Scientist, product/process development",Geochemist,21
Restaurant manager,Estate agent,17
"Therapist, horticultural",Armed forces logistics/support/administrative officer,26
Building services engineer,Public relations officer,18
Photographer,Estate manager/land agent,17
"Accountant, chartered management",Medical secretary,32
Dispensing optician,Aid worker,18
Customer service manager,Curator,26
Licensed conveyancer,"Designer, blown glass/stained glass",27
"Surveyor, insurance","Scientist, clinical (histocompatibility and immunogenetics)",25
Environmental health practitioner,Midwife,31
Herpetologist,Chief of Staff,17
Immunologist,Chief Marketing Officer,23
Press photographer,Building surveyor,22
Mining engineer,"Physicist, medical",18
Event organiser,Armed forces logistics/support/administrative officer,20
"Development worker, community","Journalist, broadcasting",16
Communications engineer,Armed forces training and education officer,20
Occupational hygienist,"Programmer, applications",29
"Engineer, civil (contracting)","Therapist, sports",26
"Development worker, international aid",Health and safety adviser,20
Homeopath,Leisure centre manager,15
Museum/gallery curator,Tax inspector,32
Commercial art gallery manager,Corporate treasurer,24
"Loss adjuster, chartered","Producer, television/film/video",21
"Scientist, research (maths)","Education officer, environmental",25
"Designer, ceramics/pottery",Sub,18
Legal secretary,Marine scientist,31
Leisure centre manager,Personnel officer,17
Electrical engineer,Immunologist,19
"Therapist, speech and language",Teaching laboratory technician,25
"Therapist, art",Metallurgist,26
Learning disability nurse,Firefighter,28
Charity officer,Visual merchandiser,26
Contractor,"Engineer, materials",32
Dramatherapist,"Designer, ceramics/pottery",31
Best boy,Theme park manager,18
English as a second language teacher,Sports coach,22
"Presenter, broadcasting","Programmer, systems",16
Data scientist,Archivist,23
Glass blower/designer,Translator,22
Financial risk analyst,"Therapist, horticultural",16
Art gallery manager,"Engineer, manufacturing",24
"Therapist, art","Runner, broadcasting/film/video",24
Fisheries officer,"Administrator, arts",16
Social worker,Chief of Staff,20
Geographical information systems officer,"Engineer, aeronautical",23
"Solicitor, Scotland",International aid/development worker,16
Fish farm manager,"Engineer, communications",17
Ship broker,"Editor, film/video",25
Hydrogeologist,Media buyer,31
"Exhibitions officer, museum/gallery","Conservator, museum/gallery",23
"Nurse, adult",Insurance account manager,29
Seismic interpreter,Clinical molecular geneticist,26
IT trainer,"Engineer, mining",19
Accommodation manager,"Scientist, water quality",22
Mudlogger,"Scientist, research (maths)",20
"Buyer, industrial",Cytogeneticist,17
"Nurse, learning disability",Curator,28
Bookseller,Press photographer,29
Chartered public finance accountant,"Programmer, systems",30
"Scientist, clinical (histocompatibility and immunogenetics)",Outdoor activities/education manager,25
Learning disability nurse,"Teacher, special educational needs",15
Planning and development surveyor,Homeopath,24
"Editor, commissioning",Adult guidance worker,24
Newspaper journalist,Forensic psychologist,15
Architectural technologist,"Geologist, engineering",31
Special effects artist,Nature conservation officer,28
Television production assistant,Marketing executive,29
"Surveyor, mining","Journalist, broadcasting",18
Theme park manager,Health and safety adviser,19
Legal secretary,"Engineer, production",22
"Therapist, occupational",Therapeutic radiographer,19
Control and instrumentation engineer,Contractor,17
Veterinary surgeon,Educational psychologist,30
Commissioning editor,Secondary school teacher,22
Financial planner,Education administrator,27
Government social research officer,Soil scientist,30
Location manager,Race relations officer,16
Tax inspector,"Engineer, building services",25
Planning and development surveyor,Audiological scientist,23
Graphic designer,"Librarian, public",22
Engineering geologist,"Engineer, mining",29
Systems analyst,Colour technologist,23
Manufacturing engineer,Administrator,23
Historic buildings inspector/conservation officer,Herbalist,24
Environmental education officer,Immigration officer,32
Systems developer,Chief Operating Officer,32
Museum/gallery conservator,Theatre manager,31
Radiation protection practitioner,"Psychotherapist, dance movement",18
Marine scientist,Energy manager,17
Textile designer,"Conservator, museum/gallery",23
"Lecturer, further education","Psychologist, prison and probation services",15
Research scientist (medical),"Accountant, chartered",30
