Name,Job,Salary
Research scientist (maths),Management consultant,16
Multimedia programmer,"Therapist, music",26
Technical brewer,Holiday representative,19
"Psychologist, sport and exercise",Web designer,30
Chief Marketing Officer,English as a foreign language teacher,26
Magazine features editor,Arts development officer,20
Textile designer,Amenity horticulturist,31
Ceramics designer,Housing manager/officer,26
Musician,Architect,31
Architectural technologist,"Surveyor, land/geomatics",21
Technical brewer,Sales promotion account executive,32
Acupuncturist,"Merchandiser, retail",32
Mudlogger,Environmental education officer,28
Art therapist,Occupational hygienist,22
Probation officer,Theatre director,31
Public house manager,Estate agent,22
Financial risk analyst,"Journalist, broadcasting",24
Mechanical engineer,"Engineer, control and instrumentation",27
"Surveyor, hydrographic",Senior tax professional/tax inspector,27
Advertising art director,Translator,17
Furniture conservator/restorer,"Nurse, mental health",29
Chief Financial Officer,Midwife,19
Geographical information systems officer,"Designer, exhibition/display",30
"Designer, graphic",Brewing technologist,31
Dealer,Counsellor,25
Animal nutritionist,Personnel officer,32
"Development worker, international aid",Neurosurgeon,20
"Buyer, industrial","Designer, industrial/product",30
"Engineer, aeronautical",Ranger/warden,32
Accommodation manager,Physiotherapist,20
Environmental education officer,Magazine journalist,26
Tree surgeon,Legal secretary,23
Administrator,Armed forces technical officer,27
"Designer, graphic",Agricultural consultant,24
Facilities manager,Government social research officer,25
"Research officer, government","Embryologist, clinical",18
Clinical cytogeneticist,Chiropodist,28
"Journalist, broadcasting",Information systems manager,25
Accounting technician,Special educational needs teacher,30
"Engineer, agricultural",Archaeologist,28
"Doctor, general practice","Copywriter, advertising",15
"Scientist, research (maths)",Secondary school teacher,19
"Teacher, secondary school","Scientist, research (maths)",22
Cartographer,Arboriculturist,29
Probation officer,Scientific laboratory technician,16
Clinical research associate,Bonds trader,28
Hydrographic surveyor,"Engineer, drilling",29
Estate manager/land agent,Tour manager,25
Homeopath,International aid/development worker,16
Adult guidance worker,Ranger/warden,20
Contracting civil engineer,"Education officer, community",23
Statistician,"Social research officer, government",22
Travel agency manager,Land/geomatics surveyor,32
Leisure centre manager,"Clinical scientist, histocompatibility and immunogenetics",24
Horticultural therapist,"Administrator, charities/voluntary organisations",28
Building control surveyor,Financial adviser,15
Housing manager/officer,Engineering geologist,24
"Journalist, broadcasting","Designer, blown glass/stained glass",27
Careers adviser,Estate agent,15
Land/geomatics surveyor,Retail banker,32
Nutritional therapist,Conference centre manager,30
Technical sales engineer,Trade mark attorney,19
"Psychologist, counselling","Therapist, occupational",19
Garment/textile technologist,Sub,23
"Loss adjuster, chartered",Operational investment banker,17
Public librarian,"Engineer, control and instrumentation",23
Photographer,"Psychologist, prison and probation services",31
Software engineer,Dancer,24
Animator,Arts administrator,20
IT trainer,Dance movement psychotherapist,19
Hydrogeologist,Energy engineer,17
Writer,Furniture conservator/restorer,25
Equality and diversity officer,"Scientist, physiological",30
Lawyer,Proofreader,22
"Surveyor, hydrographic",Product/process development scientist,21
IT consultant,"Pharmacist, community",21
Chartered management accountant,"Surveyor, rural practice",32
Warehouse manager,"Embryologist, clinical",25
Dancer,Medical illustrator,31
Actuary,Regulatory affairs officer,28
"Producer, television/film/video","Engineer, broadcasting (operations)",16
Chief Technology Officer,English as a foreign language teacher,29
"Pharmacist, hospital",Housing manager/officer,16
Location manager,Volunteer coordinator,31
Aeronautical engineer,Quality manager,27
Water quality scientist,Public affairs consultant,24
Building control surveyor,Best boy,15
Water quality scientist,"Research officer, political party",28
Estate manager/land agent,Art gallery manager,15
Systems analyst,"Scientist, forensic",18
Systems analyst,Animal technologist,27
Print production planner,Advertising copywriter,31
Media buyer,Artist,30
Economist,Visual merchandiser,26
Animator,"Radiographer, diagnostic",25
Public house manager,Records manager,18
Chief of Staff,Tour manager,26
"Conservation officer, nature",Holiday representative,26
"Development worker, community",Sports development officer,28
Chief Executive Officer,"Research officer, government",31
Osteopath,Armed forces technical officer,31
Recycling officer,"Loss adjuster, chartered",30
Chartered legal executive (England and Wales),"Social research officer, government",24
Diagnostic radiographer,Commercial art gallery manager,30
Forensic psychologist,Land,27
"Investment banker, operational",Adult nurse,25
Barista,Forest/woodland manager,21
Contractor,Barrister's clerk,23
"Exhibitions officer, museum/gallery",Futures trader,18
Hospital pharmacist,Technical author,28
Insurance broker,Volunteer coordinator,15
Dispensing optician,Hydrographic surveyor,32
Archivist,"Radiographer, diagnostic",20
Environmental manager,Newspaper journalist,22
Homeopath,Statistician,28
Insurance claims handler,Landscape architect,18
"Teacher, special educational needs",Animator,27
Geoscientist,Armed forces technical officer,28
Optometrist,Aeronautical engineer,29
"Engineer, broadcasting (operations)",Commissioning editor,19
Product manager,Drilling engineer,24
"Surveyor, quantity",Chief Strategy Officer,24
TEFL teacher,Homeopath,20
Marketing executive,Purchasing manager,20
Manufacturing engineer,Financial risk analyst,20
Energy engineer,"Scientist, research (maths)",20
Architect,Insurance risk surveyor,29
Biomedical engineer,Tourist information centre manager,25
Data scientist,Air broker,21
"Development worker, community",Learning disability nurse,18
Theatre manager,Recruitment consultant,20
Production engineer,Animal technologist,24
Air traffic controller,"Psychologist, occupational",21
Senior tax professional/tax inspector,Prison officer,15
Adult nurse,Theme park manager,18
Counsellor,Clinical embryologist,28
Minerals surveyor,Pathologist,32
Quality manager,"Engineer, control and instrumentation",20
Further education lecturer,Chartered legal executive (England and Wales),22
Housing manager/officer,"Pharmacist, community",31
Health and safety adviser,Accommodation manager,25
Corporate investment banker,Advice worker,24
"Surveyor, minerals",Geoscientist,16
Aeronautical engineer,Art gallery manager,28
Fashion designer,Solicitor,30
Geographical information systems officer,"Designer, blown glass/stained glass",24
Clinical molecular geneticist,Cabin crew,16
"Psychologist, counselling","Psychologist, occupational",24
"Exhibitions officer, museum/gallery",Oncologist,29
"Pilot, airline",Merchant navy officer,19
Recycling officer,Public house manager,19
Arts development officer,Air traffic controller,17
Planning and development surveyor,Broadcast journalist,16
Call centre manager,Physiotherapist,32
"Engineer, chemical",Immigration officer,16
"Biochemist, clinical",Chemical engineer,15
"Surveyor, land/geomatics",Media planner,15
Textile designer,Learning disability nurse,23
Further education lecturer,Web designer,16
"Journalist, newspaper",Orthoptist,29
Art therapist,International aid/development worker,30
Automotive engineer,Web designer,22
"Psychotherapist, dance movement",Commercial/residential surveyor,27
Water engineer,Engineering geologist,22
Clinical biochemist,"Psychologist, clinical",24
Broadcast engineer,Visual merchandiser,16
Television camera operator,Counselling psychologist,26
Health visitor,Careers adviser,22
Civil Service fast streamer,Geochemist,22
Art gallery manager,Glass blower/designer,17
Agricultural engineer,Town planner,20
"Engineer, site","Doctor, general practice",24
Occupational hygienist,Interpreter,24
Paramedic,Race relations officer,31
Cytogeneticist,Personnel officer,15
Optometrist,"Surveyor, mining",20
"Engineer, water",Careers information officer,26
Graphic designer,"Production assistant, radio",26
"Radiographer, diagnostic",Exhibition designer,27
Drilling engineer,Chartered certified accountant,24
Barista,"Teacher, English as a foreign language",29
"Engineer, agricultural",Writer,23
Metallurgist,Mining engineer,28
Systems developer,Press photographer,25
Translator,Regulatory affairs officer,24
Arts development officer,Television camera operator,18
"Teacher, special educational needs",Magazine journalist,16
Industrial/product designer,Consulting civil engineer,23
Geophysical data processor,"Administrator, Civil Service",21
Research scientist (physical sciences),"Scientist, audiological",28
"Conservator, furniture",Passenger transport manager,30
"Pharmacist, community","Runner, broadcasting/film/video",27
Research scientist (life sciences),"Surveyor, quantity",25
"Secretary, company",Equality and diversity officer,25
"Engineer, production",Building control surveyor,15
Building services engineer,Clinical molecular geneticist,23
Waste management officer,Senior tax professional/tax inspector,22
"Surveyor, hydrographic",Technical brewer,17
"Engineer, agricultural","Engineer, maintenance (IT)",31
Meteorologist,Insurance broker,18
Chiropractor,"Pharmacist, community",28
Clothing/textile technologist,"Engineer, production",22
Barrister's clerk,Publishing rights manager,20
Archivist,Dance movement psychotherapist,28
"Engineer, agricultural",Public relations account executive,21
Health service manager,Conference centre manager,22
Product designer,Sports coach,28
Environmental manager,"Therapist, horticultural",31
Further education lecturer,"Social research officer, government",25
Social researcher,Soil scientist,32
Textile designer,"Psychologist, counselling",20
Politician's assistant,Logistics and distribution manager,16
Brewing technologist,Museum education officer,27
Hydrogeologist,"Librarian, public",23
Lobbyist,Web designer,23
"Administrator, sports",Heritage manager,21
Sport and exercise psychologist,"Teacher, early years/pre",16
Tourist information centre manager,"Conservation officer, nature",22
Illustrator,Metallurgist,20
"Horticulturist, commercial",Make,18
Chief of Staff,Museum/gallery conservator,30
Television production assistant,Theme park manager,30
Field trials officer,"Psychologist, occupational",18
"Surveyor, land/geomatics",Travel agency manager,25
Operational researcher,Animator,29
Armed forces operational officer,"Teacher, music",16
Commissioning editor,Education administrator,17
Nutritional therapist,Sports development officer,28
Energy manager,Systems analyst,26
Communications engineer,Glass blower/designer,30
Warden/ranger,"Programmer, multimedia",21
Primary school teacher,Orthoptist,18
"Psychologist, educational",Film/video editor,16
"Nurse, learning disability","Therapist, sports",26
"Administrator, charities/voluntary organisations",Planning and development surveyor,23
Publishing copy,Politician's assistant,29
Amenity horticulturist,Site engineer,23
Corporate investment banker,Soil scientist,30
Chiropractor,Counselling psychologist,16
Water engineer,Psychiatric nurse,17
"Administrator, sports",Tourist information centre manager,28
Therapeutic radiographer,Database administrator,19
"Therapist, occupational",Ergonomist,30
"Research officer, political party",Veterinary surgeon,32
IT consultant,Sub,15
Mental health nurse,Probation officer,22
Multimedia specialist,Logistics and distribution manager,16
Medical illustrator,"Administrator, charities/voluntary organisations",21
Town planner,Sports development officer,32
Operational investment banker,Environmental consultant,28
Housing manager/officer,"Horticulturist, commercial",25
Systems analyst,Ship broker,31
Visual merchandiser,Curator,19
"Conservator, museum/gallery",Ophthalmologist,24
Land,Lobbyist,32
Politician's assistant,Clinical biochemist,31
Educational psychologist,Retail buyer,31
Product manager,Social researcher,32
Health visitor,"Designer, ceramics/pottery",31
"Radiographer, therapeutic","Designer, television/film set",31
Music therapist,Marketing executive,21
Osteopath,"Psychologist, prison and probation services",24
"Teacher, primary school","Designer, multimedia",22
"Engineer, technical sales","Scientist, marine",24
Waste management officer,Research scientist (maths),32
"Engineer, automotive",Recruitment consultant,16
Medical laboratory scientific officer,Make,27
Press sub,"Geneticist, molecular",18
Senior tax professional/tax inspector,Tourism officer,25
Herbalist,"Scientist, marine",17
"Restaurant manager, fast food","Merchandiser, retail",18
Lawyer,Architectural technologist,25
"Journalist, broadcasting",Communications engineer,18
Medical sales representative,Hospital doctor,19
"Lecturer, further education",Editorial assistant,23
Archaeologist,"Therapist, music",29
"Pharmacist, hospital","Engineer, energy",15
Clinical research associate,Civil Service fast streamer,24
Geochemist,Petroleum engineer,27
Land,Energy manager,30
Solicitor,Information officer,26
Insurance claims handler,Set designer,21
"Therapist, music",Film/video editor,27
Chartered public finance accountant,"Investment banker, operational",26
Trading standards officer,Dentist,32
Community pharmacist,Commercial horticulturist,19
Musician,Financial manager,23
Tourism officer,Planning and development surveyor,23
Academic librarian,"Engineer, petroleum",28
Merchant navy officer,"Administrator, local government",24
Telecommunications researcher,Arts development officer,27
Community education officer,Land,26
Visual merchandiser,Commercial/residential surveyor,20
"Administrator, charities/voluntary organisations","Production designer, theatre/television/film",19
Youth worker,Facilities manager,22
Television floor manager,Museum/gallery conservator,25
"Engineer, automotive","Conservation officer, nature",31
Clinical molecular geneticist,Ambulance person,29
Furniture conservator/restorer,Best boy,31
"Research officer, government",Hydrologist,18
Music therapist,"Education officer, community",28
Sports development officer,"Nurse, adult",20
Firefighter,Arboriculturist,29
"Engineer, aeronautical","Scientist, audiological",29
"Production assistant, television",Product designer,19
"Surveyor, planning and development","Development worker, international aid",29
Oncologist,Leisure centre manager,31
Clinical embryologist,Air broker,17
Recruitment consultant,"Administrator, local government",22
Trade union research officer,Actuary,20
Jewellery designer,"Engineer, production",28
"Engineer, civil (consulting)","Engineer, maintenance (IT)",32
Town planner,Archivist,21
Homeopath,Telecommunications researcher,15
Licensed conveyancer,Therapeutic radiographer,16
Publishing rights manager,TEFL teacher,20
"Scientist, water quality",Armed forces logistics/support/administrative officer,25
Ranger/warden,Set designer,25
"Teacher, primary school",Data processing manager,31
Agricultural engineer,Sales executive,15
Control and instrumentation engineer,"Surveyor, land/geomatics",21
"Loss adjuster, chartered",Logistics and distribution manager,23
"Therapist, music",Dramatherapist,30
Lexicographer,Chartered legal executive (England and Wales),29
Dealer,Animal technologist,17
Information officer,Statistician,25
Adult nurse,Ecologist,28
Estate agent,Broadcast presenter,26
"Engineer, agricultural",Phytotherapist,25
Paramedic,Early years teacher,25
Research scientist (medical),Hotel manager,28
Cartographer,Health and safety inspector,26
Patent attorney,Retail banker,32
"Lecturer, further education",Museum/gallery curator,31
"Exhibitions officer, museum/gallery",Tour manager,22
"Engineer, broadcasting (operations)",Medical illustrator,21
"Civil engineer, contracting","Surveyor, insurance",26
Animal nutritionist,Quarry manager,18
Science writer,"Therapist, music",26
Arboriculturist,Risk manager,21
Associate Professor,Editorial assistant,23
Intelligence analyst,"Engineer, maintenance",25
Materials engineer,"Engineer, structural",26
"Psychologist, prison and probation services","Engineer, technical sales",20
Information officer,Naval architect,29
Recycling officer,Communications engineer,26
"Accountant, chartered management",Agricultural engineer,21
Retail banker,Industrial buyer,31
"Designer, interior/spatial","Surveyor, hydrographic",32
Economist,Landscape architect,25
"Designer, multimedia",Public relations account executive,29
Cartographer,Environmental consultant,21
Historic buildings inspector/conservation officer,"Engineer, site",18
"Therapist, occupational",Microbiologist,25
Legal executive,"Solicitor, Scotland",23
"Administrator, charities/voluntary organisations",Theatre manager,20
Veterinary surgeon,Customer service manager,26
IT technical support officer,Musician,31
"Therapist, nutritional","Producer, television/film/video",28
Printmaker,"Engineer, biomedical",21
Sports administrator,Environmental health practitioner,31
Medical secretary,"Investment banker, operational",28
Science writer,Town planner,19
Politician's assistant,Police officer,17
"Accountant, chartered public finance",Museum/gallery curator,27
"Therapist, art","Teacher, special educational needs",17
Social worker,Television/film/video producer,23
Travel agency manager,Accounting technician,17
Furniture designer,Dispensing optician,28
"Lecturer, further education","Sound technician, broadcasting/film/video",30
"Surveyor, building control","Surveyor, building control",31
Tourist information centre manager,Technical brewer,29
Hydrogeologist,"Producer, radio",21
Hospital pharmacist,"Horticulturist, commercial",27
Psychotherapist,Archivist,15
Commissioning editor,Physiotherapist,20
"Teacher, special educational needs",Police officer,21
Legal executive,Information systems manager,22
"Sales professional, IT","Psychologist, clinical",30
Video editor,Tax adviser,18
Politician's assistant,Comptroller,24
"Engineer, manufacturing",Water engineer,30
Social researcher,"Psychologist, sport and exercise",22
International aid/development worker,"Engineer, maintenance",30
"Loss adjuster, chartered",Amenity horticulturist,30
Communications engineer,"Teacher, adult education",27
Orthoptist,"Nurse, adult",32
Seismic interpreter,Petroleum engineer,23
Logistics and distribution manager,Clinical cytogeneticist,17
Arboriculturist,Insurance underwriter,31
Biomedical engineer,"Scientist, product/process development",24
Retail buyer,"Engineer, production",22
Quantity surveyor,Exercise physiologist,24
Fast food restaurant manager,"Psychologist, prison and probation services",25
Plant breeder/geneticist,Manufacturing systems engineer,29
Chiropodist,Retail buyer,16
Community development worker,Clinical psychologist,24
Petroleum engineer,Legal executive,26
Visual merchandiser,Market researcher,18
"Designer, exhibition/display",Tour manager,22
Barrister's clerk,International aid/development worker,25
"Surveyor, quantity",Commercial horticulturist,23
Holiday representative,"Radiographer, therapeutic",26
Computer games developer,"Scientist, product/process development",30
Hydrogeologist,Furniture conservator/restorer,24
Research scientist (life sciences),Radio producer,28
Commercial horticulturist,Biomedical scientist,31
Purchasing manager,Hydrographic surveyor,19
Multimedia programmer,"Designer, exhibition/display",32
Secretary/administrator,Orthoptist,26
Chief Strategy Officer,Astronomer,27
Youth worker,Minerals surveyor,27
"Psychologist, sport and exercise",Advertising account executive,29
Advertising account planner,Translator,21
Armed forces training and education officer,"Horticulturist, amenity",23
Best boy,"Clinical scientist, histocompatibility and immunogenetics",20
Theatre stage manager,Psychiatric nurse,17
"Conservator, museum/gallery",Emergency planning/management officer,28
"Designer, furniture","Editor, commissioning",17
Land/geomatics surveyor,English as a second language teacher,17
"Runner, broadcasting/film/video",Public house manager,27
Chiropractor,Geochemist,24
Fast food restaurant manager,Legal secretary,20
Barista,Administrator,30
Heritage manager,Youth worker,19
Higher education lecturer,Banker,31
Marine scientist,Call centre manager,25
Web designer,"Accountant, chartered",23
Building services engineer,Media buyer,24
Energy engineer,Outdoor activities/education manager,17
Energy manager,Contracting civil engineer,29
Optometrist,Equities trader,18
Pathologist,"Psychologist, sport and exercise",29
Proofreader,Charity officer,15
Actuary,Barrister's clerk,29
Planning and development surveyor,Media buyer,20
Industrial buyer,Oceanographer,22
Architect,Outdoor activities/education manager,26
Technical brewer,"Merchandiser, retail",27
Colour technologist,Fitness centre manager,21
Data scientist,"Accountant, chartered certified",30
"Designer, jewellery",Information systems manager,28
Radio broadcast assistant,"Radiographer, therapeutic",22
Probation officer,Community development worker,30
Insurance account manager,Drilling engineer,32
Location manager,"Scientist, clinical (histocompatibility and immunogenetics)",15
Gaffer,Environmental manager,32
"Engineer, drilling",Arts development officer,30
Early years teacher,Community education officer,27
Trade mark attorney,Health service manager,22
"Programmer, systems",Training and development officer,30
"Investment banker, operational","Pilot, airline",29
"Scientist, marine",Senior tax professional/tax inspector,16
Chartered legal executive (England and Wales),"Runner, broadcasting/film/video",16
Ranger/warden,Audiological scientist,25
"Engineer, civil (consulting)",Chief Financial Officer,30
"Engineer, control and instrumentation",Agricultural engineer,31
Clinical embryologist,IT sales professional,16
Camera operator,Advertising copywriter,19
Proofreader,Estate agent,22
Clinical embryologist,Medical laboratory scientific officer,24
Barrister,"Engineer, technical sales",25
Public librarian,Meteorologist,16
"Editor, film/video","Engineer, civil (consulting)",32
Retail banker,General practice doctor,25
Comptroller,"Designer, graphic",19
TEFL teacher,Neurosurgeon,31
Advertising copywriter,"Teacher, adult education",30
Youth worker,Civil Service administrator,24
"Loss adjuster, chartered",Mudlogger,24
Scientific laboratory technician,Writer,15
Physiological scientist,Private music teacher,15
Toxicologist,Diplomatic Services operational officer,22
Building control surveyor,Acupuncturist,24
"Therapist, art",Data processing manager,20
Special effects artist,Higher education lecturer,17
Careers adviser,Advice worker,22
Sports development officer,Warehouse manager,25
Dietitian,"Runner, broadcasting/film/video",31
Chartered loss adjuster,Sports administrator,25
Travel agency manager,Paramedic,18
Soil scientist,"Administrator, sports",19
"Engineer, broadcasting (operations)",Operations geologist,28
Facilities manager,"Engineer, materials",30
Dentist,Commissioning editor,18
Marine scientist,Publishing rights manager,26
"Engineer, land","Teacher, adult education",22
"Engineer, energy",Commercial horticulturist,21
"Programmer, applications","Surveyor, planning and development",19
Adult nurse,Archivist,23
"Production assistant, radio",Market researcher,28
Environmental manager,"Therapist, nutritional",18
Chief Operating Officer,Risk analyst,21
Environmental health practitioner,Magazine features editor,32
Prison officer,Theme park manager,15
Quality manager,"Designer, ceramics/pottery",17
Social worker,Public relations officer,22
Consulting civil engineer,Astronomer,27
Materials engineer,"Scientist, audiological",27
Chief of Staff,"Chemist, analytical",15
Ranger/warden,Estate manager/land agent,31
Therapeutic radiographer,Chief Strategy Officer,25
Chief Financial Officer,Careers adviser,27
"Scientist, research (life sciences)",Media planner,17
Housing manager/officer,"Teacher, secondary school",24
Risk analyst,Private music teacher,21
"Surveyor, planning and development","Lecturer, further education",17
Landscape architect,Television floor manager,20
Outdoor activities/education manager,Chiropractor,26
Regulatory affairs officer,Production manager,24
Art gallery manager,Rural practice surveyor,16
"Producer, radio",Holiday representative,21
Land/geomatics surveyor,Financial adviser,18
"Teacher, English as a foreign language",Medical secretary,20
"Development worker, international aid","Teacher, English as a foreign language",26
Training and development officer,Solicitor,31
Product/process development scientist,Banker,23
Music tutor,Operations geologist,26
Communications engineer,Probation officer,23
Training and development officer,Amenity horticulturist,24
"Surveyor, building",Computer games developer,15
"Administrator, arts",Chief Strategy Officer,32
"Designer, blown glass/stained glass","Conservator, furniture",18
Professor Emeritus,Freight forwarder,28
Technical brewer,Personnel officer,21
Glass blower/designer,Multimedia specialist,23
Dentist,Financial controller,30
Fast food restaurant manager,Records manager,15
Warehouse manager,"Doctor, general practice",16
Meteorologist,"Therapist, drama",28
"Scientist, research (medical)","Copywriter, advertising",24
Paramedic,Ophthalmologist,28
"Engineer, manufacturing",Lobbyist,26
Arboriculturist,Materials engineer,15
"Engineer, land","Engineer, automotive",23
Media planner,Arts administrator,22
Location manager,Marketing executive,21
Dispensing optician,Geographical information systems officer,30
Clinical research associate,Trading standards officer,21
IT trainer,Wellsite geologist,17
"Psychologist, forensic",Maintenance engineer,30
Airline pilot,Occupational psychologist,32
"Sales professional, IT",Jewellery designer,27
"Biochemist, clinical","Engineer, communications",23
Systems developer,Armed forces operational officer,18
"Teacher, English as a foreign language",Retail merchandiser,26
Architect,"Scientist, research (medical)",26
"Programme researcher, broadcasting/film/video",Print production planner,21
"Designer, industrial/product",Dramatherapist,32
Financial adviser,Herbalist,20
Illustrator,"Conservation officer, historic buildings",29
"Administrator, charities/voluntary organisations",Counsellor,22
Financial trader,Landscape architect,17
Cartographer,"Scientist, biomedical",26
Public relations account executive,Tour manager,15
Commercial horticulturist,Diagnostic radiographer,18
Marketing executive,Glass blower/designer,19
"Designer, graphic",Physiotherapist,25
Charity officer,Dietitian,20
Quantity surveyor,Conference centre manager,20
Transport planner,Freight forwarder,20
Accommodation manager,Secretary/administrator,22
Science writer,Social worker,31
Furniture designer,"Secretary, company",32
Counsellor,Operations geologist,24
Psychiatrist,"Sales professional, IT",23
Air traffic controller,Advice worker,22
"Teacher, secondary school","Engineer, manufacturing",32
Tourist information centre manager,Community pharmacist,20
Media buyer,Forensic scientist,15
"Engineer, electrical",Educational psychologist,30
"Journalist, newspaper",Hydrographic surveyor,24
IT sales professional,"Journalist, broadcasting",27
Associate Professor,Veterinary surgeon,16
"Engineer, automotive",Exercise physiologist,31
Multimedia programmer,Building control surveyor,26
Tourism officer,Education administrator,18
Ranger/warden,Public affairs consultant,19
Hospital doctor,Senior tax professional/tax inspector,22
Intelligence analyst,Cabin crew,21
"Journalist, magazine","Designer, interior/spatial",30
Community pharmacist,Associate Professor,17
"Geologist, engineering",Retail banker,20
Company secretary,Trade mark attorney,31
Solicitor,Archivist,27
Primary school teacher,Mental health nurse,24
Geochemist,Speech and language therapist,29
Commercial/residential surveyor,Environmental health practitioner,26
Broadcast presenter,Town planner,23
"Teacher, early years/pre",Electrical engineer,23
"Geologist, engineering",General practice doctor,23
"Engineer, maintenance (IT)",Manufacturing engineer,30
Advertising account planner,General practice doctor,31
"Scientist, water quality","Physicist, medical",16
Community arts worker,Economist,22
"Therapist, sports","Administrator, local government",28
Chartered loss adjuster,Manufacturing engineer,23
Speech and language therapist,Podiatrist,24
Clinical biochemist,Scientific laboratory technician,18
"Sales professional, IT",Nutritional therapist,31
Magazine features editor,Volunteer coordinator,30
Art gallery manager,Civil Service fast streamer,26
English as a foreign language teacher,Social worker,27
Actuary,Pathologist,27
"Librarian, public",Horticultural therapist,22
"Engineer, production",Leisure centre manager,25
Market researcher,"Production designer, theatre/television/film",23
Risk analyst,Seismic interpreter,21
"Education officer, community",Astronomer,21
Passenger transport manager,Hospital pharmacist,22
Risk analyst,Chartered certified accountant,17
Data scientist,"Therapist, music",26
Product designer,Garment/textile technologist,17
Geoscientist,"Pilot, airline",25
Occupational therapist,Hydrogeologist,18
Psychiatrist,Radio producer,18
Solicitor,Prison officer,15
Hospital doctor,Glass blower/designer,24
Training and development officer,Insurance underwriter,18
Risk analyst,Government social research officer,28
Contractor,Health visitor,29
Cytogeneticist,Civil Service fast streamer,17
Further education lecturer,Patent attorney,30
Plant breeder/geneticist,Newspaper journalist,30
Dietitian,Museum education officer,22
Stage manager,"Scientist, physiological",32
"Therapist, music",Contracting civil engineer,32
Field trials officer,Legal secretary,30
Phytotherapist,Automotive engineer,26
Film/video editor,Management consultant,29
Academic librarian,Transport planner,28
Tour manager,Homeopath,18
Solicitor,Midwife,29
"Education officer, museum",Government social research officer,20
Environmental health practitioner,"Producer, radio",26
Claims inspector/assessor,Financial controller,17
Patent examiner,Catering manager,28
Telecommunications researcher,"Psychologist, clinical",32
Actor,Nature conservation officer,21
"Programmer, systems","Psychologist, clinical",24
Pension scheme manager,"Librarian, public",16
Advice worker,"Nurse, learning disability",27
Warden/ranger,Agricultural consultant,25
Private music teacher,Environmental education officer,28
Haematologist,Field seismologist,30
Television/film/video producer,Retail buyer,21
Arboriculturist,Leisure centre manager,16
Product manager,Building control surveyor,20
Physiotherapist,"Scientist, research (maths)",27
Comptroller,Haematologist,25
Arboriculturist,Writer,29
Contractor,"Engineer, manufacturing",25
Clothing/textile technologist,Educational psychologist,21
"Surveyor, building",Building surveyor,18
"Teacher, primary school",Orthoptist,32
Trading standards officer,Tax inspector,20
Financial planner,Dancer,32
Textile designer,"Engineer, civil (consulting)",20
"Engineer, production","Engineer, petroleum",26
Retail buyer,"Administrator, local government",20
"Social research officer, government",Hospital pharmacist,24
"Engineer, communications","Engineer, energy",20
Public relations officer,Electrical engineer,32
Financial trader,Personal assistant,24
"Administrator, education",Insurance broker,26
Mining engineer,Writer,18
Health and safety inspector,Tourism officer,29
"Programmer, multimedia","Nurse, adult",29
Hospital pharmacist,"Education officer, museum",26
Forensic psychologist,Commercial/residential surveyor,27
"Programmer, applications",Mechanical engineer,18
"Therapist, occupational",Airline pilot,26
"Engineer, automotive",Applications developer,26
Charity fundraiser,"Accountant, chartered public finance",17
Accounting technician,"Lecturer, higher education",25
Financial planner,Clinical embryologist,25
Video editor,"Sound technician, broadcasting/film/video",15
Science writer,Optometrist,17
"Designer, exhibition/display",Art gallery manager,24
Animal nutritionist,Research scientist (medical),19
Advice worker,"Therapist, occupational",27
"Geneticist, molecular","Accountant, chartered certified",30
"Runner, broadcasting/film/video",Fitness centre manager,31
"Sound technician, broadcasting/film/video",Dramatherapist,31
Metallurgist,"Teacher, special educational needs",27
"Librarian, public",Medical secretary,27
"Engineer, control and instrumentation",Naval architect,24
Water engineer,Air broker,21
Midwife,Charity officer,19
Chief Financial Officer,Banker,26
Orthoptist,"Scientist, clinical (histocompatibility and immunogenetics)",32
Equality and diversity officer,Jewellery designer,18
Investment analyst,"Designer, textile",17
Politician's assistant,Technical author,27
Ship broker,Maintenance engineer,27
"Designer, interior/spatial",Senior tax professional/tax inspector,20
Geographical information systems officer,Research scientist (maths),18
Musician,Academic librarian,30
"Loss adjuster, chartered","Nurse, children's",26
Occupational hygienist,Commercial/residential surveyor,20
Estate manager/land agent,Risk manager,24
Chief Financial Officer,"Editor, commissioning",30
Acupuncturist,Lexicographer,28
"Engineer, civil (contracting)",Transport planner,20
Museum/gallery conservator,Retail manager,19
"Copywriter, advertising",Hydrographic surveyor,26
Animal nutritionist,"Psychologist, clinical",29
"Designer, interior/spatial","Investment banker, operational",17
Paediatric nurse,Technical sales engineer,19
TEFL teacher,Environmental education officer,32
"Research officer, political party","Accountant, chartered management",24
General practice doctor,Futures trader,26
Building control surveyor,Outdoor activities/education manager,21
Clinical biochemist,"Buyer, industrial",26
"Programmer, applications",Radio producer,31
Firefighter,Computer games developer,25
Medical laboratory scientific officer,Broadcast journalist,30
Pension scheme manager,"Engineer, civil (consulting)",16
Community pharmacist,Web designer,18
Investment analyst,"Therapist, drama",16
Wellsite geologist,Geophysicist/field seismologist,25
Herpetologist,Teaching laboratory technician,18
Commercial/residential surveyor,"Engineer, electronics",16
Research scientist (maths),Records manager,25
"Editor, magazine features",Estate agent,16
"Surveyor, hydrographic",Hydrographic surveyor,23
"Clinical scientist, histocompatibility and immunogenetics","Surveyor, quantity",28
"Scientist, biomedical","Engineer, drilling",31
Best boy,Geoscientist,15
"Programmer, multimedia",Fashion designer,17
