Name,Job,Salary
Probation officer,Animal technologist,21
"Administrator, charities/voluntary organisations","Designer, blown glass/stained glass",23
Chief Operating Officer,Adult guidance worker,18
Product designer,Careers adviser,19
Records manager,Clothing/textile technologist,23
Personnel officer,"Designer, textile",28
"Surveyor, hydrographic",Television/film/video producer,29
Manufacturing engineer,Personnel officer,24
Health physicist,Civil Service fast streamer,19
Food technologist,"Therapist, drama",31
"Editor, commissioning",Hospital pharmacist,26
Mudlogger,Architectural technologist,24
"Secretary, company",Private music teacher,31
"Research officer, trade union",Press photographer,20
Quantity surveyor,"Therapist, speech and language",30
Control and instrumentation engineer,Diagnostic radiographer,20
Sub,Architectural technologist,23
Mental health nurse,Actuary,23
Armed forces training and education officer,"Sound technician, broadcasting/film/video",26
Forensic scientist,"Engineer, petroleum",21
Physiological scientist,"Lecturer, higher education",18
Quality manager,Ship broker,20
Health and safety adviser,Company secretary,16
Barista,Information systems manager,26
Medical illustrator,Archivist,29
Barista,Child psychotherapist,27
Seismic interpreter,Soil scientist,19
"Psychologist, counselling",Public librarian,28
Mechanical engineer,Further education lecturer,20
Medical sales representative,Television production assistant,27
Herpetologist,Graphic designer,32
Merchant navy officer,"Engineer, aeronautical",19
Fashion designer,"Surveyor, minerals",17
Ophthalmologist,Investment analyst,23
Visual merchandiser,Corporate treasurer,27
Wellsite geologist,Water quality scientist,26
Diplomatic Services operational officer,Barrister's clerk,21
Architect,Podiatrist,15
"Surveyor, commercial/residential","Accountant, chartered",21
Dancer,Pensions consultant,20
Automotive engineer,Lobbyist,18
Best boy,Set designer,28
Field trials officer,Forensic scientist,16
Forensic psychologist,Housing manager/officer,29
Television camera operator,Psychiatrist,16
"Investment banker, corporate",Charity fundraiser,25
"Accountant, chartered certified",Community development worker,24
Investment analyst,Tourism officer,24
Local government officer,Accommodation manager,22
Patent attorney,Science writer,17
Magazine features editor,Graphic designer,15
Marine scientist,Civil Service fast streamer,27
Emergency planning/management officer,Hydrogeologist,15
Exercise physiologist,"Engineer, civil (contracting)",21
Environmental consultant,Agricultural engineer,16
Freight forwarder,Arboriculturist,25
Human resources officer,TEFL teacher,27
Outdoor activities/education manager,Cartographer,27
"Engineer, materials",Writer,25
Primary school teacher,IT technical support officer,20
Illustrator,Architectural technologist,27
Commercial/residential surveyor,Waste management officer,30
Writer,Forensic psychologist,22
Musician,Early years teacher,31
Ranger/warden,"Presenter, broadcasting",25
Investment analyst,Brewing technologist,24
Psychiatrist,"Engineer, biomedical",31
Horticultural therapist,Environmental education officer,24
Television production assistant,IT consultant,31
"Therapist, horticultural",Government social research officer,20
"Education officer, environmental",Personal assistant,18
Armed forces technical officer,Retail banker,15
Lobbyist,Clinical research associate,29
Seismic interpreter,Data scientist,16
Neurosurgeon,"Production assistant, television",22
Recruitment consultant,"Psychologist, occupational",28
Theatre director,"Editor, film/video",26
Tour manager,Clinical biochemist,24
Visual merchandiser,Emergency planning/management officer,18
Customer service manager,Private music teacher,27
Occupational hygienist,"Conservator, museum/gallery",29
Drilling engineer,Research scientist (medical),24
"Teacher, early years/pre",Translator,20
"Investment banker, operational",Administrator,25
Occupational psychologist,"Producer, television/film/video",22
Town planner,Meteorologist,27
Neurosurgeon,"Engineer, water",26
"Surveyor, building",Special educational needs teacher,18
"Surveyor, hydrographic",Public relations account executive,18
International aid/development worker,Telecommunications researcher,21
Science writer,Financial manager,18
Music tutor,Higher education careers adviser,20
Community pharmacist,Air traffic controller,26
"Teacher, English as a foreign language",Magazine features editor,30
Artist,Haematologist,25
Armed forces operational officer,Public relations account executive,20
Dancer,Accommodation manager,26
"Pharmacist, community","Restaurant manager, fast food",32
Fast food restaurant manager,"Engineer, maintenance (IT)",26
Health and safety adviser,Financial planner,26
Patent examiner,Fish farm manager,29
Call centre manager,Media buyer,29
Television camera operator,"Geologist, engineering",27
Risk analyst,Immigration officer,27
Diagnostic radiographer,Insurance broker,25
"Geneticist, molecular",Production engineer,24
"Designer, furniture",General practice doctor,24
Trade mark attorney,"Therapist, art",31
"Conservation officer, historic buildings",Microbiologist,29
"Programmer, multimedia","Psychologist, sport and exercise",29
Manufacturing systems engineer,Haematologist,21
"Surveyor, quantity","Surveyor, land/geomatics",30
Horticultural therapist,Consulting civil engineer,31
Speech and language therapist,Water quality scientist,27
Futures trader,Product designer,23
Building surveyor,Event organiser,16
Physiological scientist,Psychiatric nurse,17
Corporate investment banker,Lobbyist,16
Building control surveyor,Exercise physiologist,24
Animator,"Therapist, music",26
Risk manager,"Journalist, newspaper",29
Multimedia programmer,Clinical psychologist,19
Dance movement psychotherapist,Plant breeder/geneticist,27
Pharmacologist,Psychiatric nurse,16
Economist,Community education officer,18
Health promotion specialist,Recruitment consultant,26
Ranger/warden,Actor,19
"Engineer, electrical",Production manager,30
"Engineer, electrical",Proofreader,25
Financial adviser,"Engineer, mining",32
Secretary/administrator,"Surveyor, building control",22
Training and development officer,"Teacher, secondary school",20
Soil scientist,Accommodation manager,17
"Surveyor, planning and development",Art therapist,32
"Surveyor, hydrographic",Editorial assistant,28
Estate agent,"Journalist, magazine",23
Minerals surveyor,Architectural technologist,15
"Merchandiser, retail",Animator,30
Water quality scientist,Rural practice surveyor,22
Secretary/administrator,"Editor, film/video",32
Herpetologist,Control and instrumentation engineer,18
Records manager,Herbalist,19
"Social research officer, government",Cabin crew,25
Radio producer,"Accountant, chartered public finance",30
Air broker,Clothing/textile technologist,25
"Editor, film/video",Television/film/video producer,19
Retail buyer,Printmaker,25
"Merchandiser, retail",Tour manager,20
Emergency planning/management officer,Lobbyist,15
Recruitment consultant,Hydrographic surveyor,30
Mental health nurse,Records manager,31
Bonds trader,"Designer, industrial/product",26
Best boy,Senior tax professional/tax inspector,17
"Development worker, community","Engineer, biomedical",28
Graphic designer,Risk manager,27
Leisure centre manager,Games developer,24
"Surveyor, building",Camera operator,22
Astronomer,"Engineer, land",17
Herbalist,Chiropractor,30
Private music teacher,Public librarian,25
"Engineer, technical sales","Solicitor, Scotland",28
"Biochemist, clinical",Purchasing manager,30
Charity officer,Electronics engineer,17
Special effects artist,Geophysical data processor,15
"Nurse, adult",Sales promotion account executive,29
Office manager,Video editor,25
Haematologist,Lobbyist,31
"Programmer, multimedia","Nurse, mental health",16
Aid worker,Leisure centre manager,18
Data processing manager,"Physicist, medical",22
Sports administrator,"Engineer, structural",20
Learning disability nurse,"Engineer, site",26
"Biochemist, clinical",Oncologist,18
Television floor manager,Airline pilot,30
"Geneticist, molecular","Surveyor, building",20
Interpreter,Haematologist,23
Contractor,"Horticulturist, commercial",26
Airline pilot,Agricultural consultant,24
Product manager,Tourism officer,23
Diagnostic radiographer,Quantity surveyor,23
Equality and diversity officer,"Administrator, arts",25
Biomedical scientist,"Psychologist, educational",23
Insurance broker,International aid/development worker,15
"Programmer, multimedia",Patent attorney,25
Medical physicist,"Doctor, hospital",18
"Designer, graphic",Market researcher,17
Sport and exercise psychologist,Clinical psychologist,23
"Development worker, community",Medical technical officer,15
Health physicist,Estate manager/land agent,23
Systems analyst,Make,31
Metallurgist,"Therapist, music",19
English as a foreign language teacher,Emergency planning/management officer,19
Probation officer,"Engineer, agricultural",27
Building surveyor,Drilling engineer,29
Electrical engineer,"Buyer, retail",19
Counsellor,Clinical embryologist,29
"Surveyor, land/geomatics",Best boy,21
Industrial buyer,Public relations officer,29
Music tutor,Race relations officer,32
Chartered accountant,Social worker,23
Geophysical data processor,"Civil engineer, consulting",17
"Civil engineer, consulting","Therapist, speech and language",31
Professor Emeritus,Mechanical engineer,21
Early years teacher,Chartered management accountant,21
Database administrator,"Journalist, magazine",21
"Production designer, theatre/television/film",Air broker,26
Dramatherapist,"Surveyor, planning and development",23
Occupational psychologist,Garment/textile technologist,21
"Surveyor, commercial/residential","Teacher, secondary school",32
"Programme researcher, broadcasting/film/video",Fashion designer,23
"Teacher, primary school",Architectural technologist,21
"Loss adjuster, chartered",Air traffic controller,32
Media planner,Financial manager,32
Magazine features editor,Orthoptist,17
"Psychologist, clinical",Haematologist,20
Barrister's clerk,"Teacher, adult education",18
Research scientist (physical sciences),"Designer, graphic",22
"Geologist, engineering",Materials engineer,18
Investment analyst,Medical physicist,27
"Embryologist, clinical",Games developer,25
Air broker,Television/film/video producer,17
"Journalist, broadcasting",Retail buyer,30
Radiation protection practitioner,Marine scientist,19
Database administrator,"Horticulturist, amenity",17
Print production planner,Chief of Staff,26
Ship broker,Paediatric nurse,16
Biomedical engineer,"Surveyor, building",32
"Accountant, chartered","Engineer, automotive",24
Electrical engineer,"Nurse, children's",17
"Scientist, research (medical)",Museum education officer,32
Human resources officer,Local government officer,17
"Designer, television/film set",Associate Professor,29
Structural engineer,Company secretary,25
Pension scheme manager,Location manager,28
Hydrogeologist,Early years teacher,21
Hospital pharmacist,Land,23
Financial manager,Youth worker,32
Information officer,Herbalist,19
Leisure centre manager,Orthoptist,26
Advertising copywriter,Intelligence analyst,18
Copy,Television production assistant,25
Civil Service fast streamer,Health visitor,30
Technical author,Adult nurse,23
"Engineer, manufacturing systems","Therapist, occupational",19
"Nurse, adult",Commercial art gallery manager,23
Advice worker,"Producer, television/film/video",23
"Engineer, drilling",Senior tax professional/tax inspector,26
"Surveyor, commercial/residential",Race relations officer,23
Human resources officer,"Engineer, land",17
Aid worker,Manufacturing engineer,25
Emergency planning/management officer,Financial adviser,26
Advice worker,Armed forces operational officer,19
Chartered public finance accountant,Land,32
Historic buildings inspector/conservation officer,Seismic interpreter,28
Clothing/textile technologist,"Accountant, chartered",21
Housing manager/officer,Dealer,16
"Accountant, chartered management","Optician, dispensing",23
"Journalist, broadcasting",Waste management officer,16
Analytical chemist,"Education officer, community",19
Health physicist,Gaffer,24
Warehouse manager,Architect,29
Catering manager,Mechanical engineer,29
"Designer, furniture",Private music teacher,31
Multimedia specialist,"Lecturer, higher education",23
Hydrologist,Architectural technologist,17
"Engineer, broadcasting (operations)",Armed forces training and education officer,15
Communications engineer,Media buyer,16
Financial trader,Clinical psychologist,31
"Geneticist, molecular",Interior and spatial designer,21
Barista,Financial controller,17
Intelligence analyst,"Lecturer, further education",32
"Engineer, maintenance",Early years teacher,31
Barrister,"Scientist, marine",23
"Research officer, political party",Waste management officer,21
Homeopath,Water engineer,26
"Therapist, drama",Osteopath,19
Pharmacologist,Diagnostic radiographer,29
Product manager,"Therapist, sports",17
Facilities manager,Clinical molecular geneticist,27
Phytotherapist,Armed forces technical officer,22
Customer service manager,Contracting civil engineer,23
"Horticulturist, commercial",Advertising art director,23
Neurosurgeon,Quarry manager,22
Production engineer,Water quality scientist,16
Youth worker,"Engineer, maintenance",27
Architectural technologist,Communications engineer,23
"Engineer, maintenance","Doctor, hospital",27
Astronomer,Chartered certified accountant,24
Holiday representative,Set designer,21
Administrator,Radiation protection practitioner,28
Fine artist,Biomedical engineer,20
Charity officer,Race relations officer,17
Investment analyst,Medical secretary,24
Exhibition designer,"Horticulturist, amenity",27
Retail merchandiser,Warden/ranger,30
Health and safety inspector,"Surveyor, mining",31
"Psychologist, counselling","Therapist, horticultural",18
Waste management officer,"Administrator, arts",28
Magazine features editor,Curator,25
"Lecturer, higher education",Air broker,32
Geographical information systems officer,Patent examiner,31
Electronics engineer,"Surveyor, hydrographic",29
"Development worker, international aid","Journalist, broadcasting",26
Teaching laboratory technician,Geographical information systems officer,30
"Programmer, applications",Mental health nurse,20
Purchasing manager,"Horticulturist, amenity",23
English as a second language teacher,"Psychotherapist, child",15
Sub,"Engineer, communications",27
Automotive engineer,Waste management officer,28
Chiropodist,Paediatric nurse,30
"Chemist, analytical",Sub,31
Fine artist,Herbalist,15
Press sub,Optometrist,27
Intelligence analyst,Higher education careers adviser,26
Financial adviser,Travel agency manager,19
Herpetologist,Chief Financial Officer,17
"Teacher, adult education",Nature conservation officer,31
Holiday representative,"Geologist, wellsite",19
"Scientist, research (medical)",Mudlogger,31
Emergency planning/management officer,"Surveyor, insurance",22
"Sales professional, IT",Estate manager/land agent,26
Higher education lecturer,Health and safety adviser,23
Architect,Building surveyor,16
Administrator,"Production designer, theatre/television/film",26
Horticultural consultant,Meteorologist,20
"Clinical scientist, histocompatibility and immunogenetics",Scientific laboratory technician,25
Theatre stage manager,"Engineer, broadcasting (operations)",29
Trade mark attorney,Aeronautical engineer,28
"Engineer, materials",Arts administrator,28
Insurance claims handler,Hydrologist,20
"Surveyor, quantity",Armed forces logistics/support/administrative officer,24
Insurance underwriter,Hospital pharmacist,21
"Pharmacist, hospital","Psychologist, counselling",30
Probation officer,Rural practice surveyor,32
Surgeon,Financial risk analyst,15
Medical sales representative,Financial adviser,17
Public house manager,Acupuncturist,21
Air cabin crew,Secondary school teacher,22
"Administrator, Civil Service",Chief Executive Officer,15
"Accountant, chartered public finance",Toxicologist,29
Analytical chemist,"Surveyor, hydrographic",27
Paediatric nurse,Archaeologist,19
Careers adviser,Music tutor,22
"Nurse, adult",Orthoptist,16
"Geneticist, molecular",Fashion designer,28
Automotive engineer,"Engineer, water",15
Geochemist,"Pharmacist, community",25
Public house manager,"Engineer, site",19
Retail buyer,Data processing manager,23
Commissioning editor,Seismic interpreter,21
Wellsite geologist,Rural practice surveyor,28
"Engineer, biomedical","Nurse, adult",23
Primary school teacher,Health and safety adviser,32
Health service manager,"Loss adjuster, chartered",21
Tour manager,"Engineer, structural",23
Air broker,Banker,20
Community education officer,"Biochemist, clinical",30
Structural engineer,"Production designer, theatre/television/film",15
Air cabin crew,Chartered legal executive (England and Wales),16
Statistician,Arboriculturist,30
Marine scientist,Airline pilot,19
Town planner,Corporate investment banker,17
Community education officer,"Engineer, communications",16
Homeopath,Fast food restaurant manager,30
Clothing/textile technologist,Hydrogeologist,23
"Engineer, civil (consulting)",Soil scientist,24
Facilities manager,Horticultural therapist,30
"Engineer, automotive",Corporate treasurer,16
Best boy,Brewing technologist,15
Comptroller,Environmental health practitioner,30
Public affairs consultant,Health and safety inspector,17
"Loss adjuster, chartered",Print production planner,24
Medical technical officer,Professor Emeritus,15
"Surveyor, quantity",Pension scheme manager,28
Social researcher,Network engineer,27
Special educational needs teacher,"Research officer, government",16
"Biochemist, clinical",Probation officer,18
"Surveyor, quantity",Sales promotion account executive,17
Interior and spatial designer,Bonds trader,26
Ambulance person,Sub,22
Agricultural engineer,Science writer,27
"Engineer, civil (contracting)","Optician, dispensing",28
Arts development officer,Garment/textile technologist,21
Agricultural engineer,Higher education lecturer,20
"Embryologist, clinical",Professor Emeritus,22
Artist,Technical brewer,19
Dance movement psychotherapist,"Scientist, clinical (histocompatibility and immunogenetics)",29
Economist,"Administrator, sports",31
"Surveyor, building",Tax inspector,15
Operational researcher,"Research officer, trade union",28
Television floor manager,"Therapist, sports",23
Risk manager,Oceanographer,19
Psychiatrist,Community education officer,15
Statistician,Dealer,17
Passenger transport manager,Youth worker,21
Web designer,Fine artist,23
Haematologist,Ophthalmologist,20
Farm manager,Firefighter,20
Multimedia specialist,Systems developer,19
Retail buyer,Public affairs consultant,17
"Surveyor, planning and development","Surveyor, land/geomatics",28
"Engineer, water","Surveyor, building",19
Brewing technologist,"Pharmacist, community",25
Patent examiner,Management consultant,25
IT trainer,"Designer, blown glass/stained glass",22
Agricultural consultant,Armed forces training and education officer,31
Music therapist,"Education officer, museum",21
"Journalist, magazine",Agricultural consultant,31
Air cabin crew,"Engineer, communications",20
Dancer,Dealer,19
Homeopath,Multimedia programmer,23
Records manager,Chief Operating Officer,23
Technical author,"Accountant, chartered public finance",23
Oncologist,Lawyer,25
Civil Service administrator,"Production assistant, radio",26
Fashion designer,Personal assistant,19
Advertising copywriter,Chief of Staff,27
Television/film/video producer,Chief Marketing Officer,19
"Psychologist, counselling",Industrial buyer,29
Armed forces training and education officer,"Engineer, control and instrumentation",24
"Production assistant, radio","Teacher, English as a foreign language",27
"Lighting technician, broadcasting/film/video","Designer, exhibition/display",20
Cartographer,Dispensing optician,16
Forensic psychologist,Jewellery designer,29
Nature conservation officer,"Engineer, electrical",23
"Engineer, broadcasting (operations)",Archaeologist,17
Web designer,Furniture designer,27
Amenity horticulturist,Animal technologist,27
Ambulance person,Immigration officer,32
Podiatrist,"Therapist, drama",29
Actuary,"Engineer, automotive",26
"Scientist, research (medical)","Education officer, community",28
"Conservation officer, historic buildings",Music tutor,32
Further education lecturer,Chiropractor,22
Animal technologist,Operational researcher,29
"Librarian, academic",Optometrist,15
English as a second language teacher,Musician,28
Paramedic,Commercial art gallery manager,24
Metallurgist,Film/video editor,18
"Education officer, museum",Rural practice surveyor,32
Science writer,"Therapist, nutritional",16
"Production assistant, radio","Lecturer, higher education",18
Social researcher,"Production designer, theatre/television/film",25
Barrister,Osteopath,26
"Accountant, chartered public finance",Senior tax professional/tax inspector,27
"Engineer, maintenance (IT)",Orthoptist,26
"Engineer, aeronautical",Dance movement psychotherapist,20
"Editor, magazine features",Clinical research associate,17
"Engineer, petroleum",Armed forces training and education officer,23
"Designer, textile",Archaeologist,29
Management consultant,"Buyer, retail",18
"Programmer, applications","Psychologist, counselling",31
Bookseller,Risk manager,24
"Embryologist, clinical",Passenger transport manager,23
English as a second language teacher,Veterinary surgeon,28
Clinical biochemist,Scientific laboratory technician,20
"Designer, jewellery",Fine artist,19
Chiropractor,Archivist,32
Hydrographic surveyor,Chartered accountant,29
Network engineer,"Programme researcher, broadcasting/film/video",24
Brewing technologist,"Research officer, political party",21
Land,Press photographer,29
"Geologist, wellsite",Multimedia specialist,15
Charity fundraiser,Furniture designer,19
Barrister,Intelligence analyst,29
Early years teacher,English as a second language teacher,24
"Scientist, research (life sciences)",Radio producer,32
Computer games developer,Stage manager,28
Clinical research associate,Hospital pharmacist,17
Insurance claims handler,Archivist,26
Multimedia specialist,"Surveyor, planning and development",19
"Teacher, music",Warehouse manager,30
Technical brewer,Community education officer,24
Electronics engineer,IT sales professional,29
Archivist,Records manager,19
Radio broadcast assistant,Market researcher,30
"Therapist, speech and language",Early years teacher,32
English as a foreign language teacher,Press sub,25
Musician,"Engineer, site",22
Site engineer,Agricultural engineer,27
Software engineer,Hotel manager,19
Newspaper journalist,"Administrator, arts",21
Financial trader,Surgeon,17
"Psychologist, educational",Call centre manager,27
Water engineer,Professor Emeritus,19
Physiotherapist,Chemical engineer,32
Amenity horticulturist,"Engineer, civil (contracting)",18
Exhibition designer,Air broker,18
Civil Service fast streamer,IT technical support officer,17
Call centre manager,"Engineer, structural",21
Operations geologist,Land,15
Dietitian,Agricultural engineer,16
Records manager,Veterinary surgeon,20
Furniture designer,Geochemist,25
Public librarian,Claims inspector/assessor,27
"Doctor, general practice",Pensions consultant,32
"Radiographer, diagnostic","Teacher, secondary school",21
Emergency planning/management officer,"Engineer, control and instrumentation",24
IT consultant,IT consultant,24
Exercise physiologist,Politician's assistant,21
Heritage manager,Food technologist,16
Psychotherapist,Database administrator,30
Research scientist (life sciences),Ranger/warden,17
Recycling officer,Travel agency manager,21
Horticultural consultant,Office manager,25
Waste management officer,Musician,15
"Engineer, mining",Dancer,16
Educational psychologist,Facilities manager,22
Magazine features editor,Forensic psychologist,20
Higher education lecturer,Financial trader,23
Magazine journalist,Youth worker,18
Learning mentor,Economist,15
Dentist,Clinical biochemist,25
Sales executive,Textile designer,18
Government social research officer,Training and development officer,23
Dealer,Exercise physiologist,32
Chartered management accountant,Race relations officer,15
Occupational psychologist,IT sales professional,28
"Surveyor, building",Analytical chemist,21
Child psychotherapist,Colour technologist,24
Paediatric nurse,Commercial art gallery manager,24
Contractor,Community development worker,32
Financial risk analyst,Mental health nurse,22
"Engineer, aeronautical",Pensions consultant,30
"Engineer, aeronautical","Research officer, political party",30
Special educational needs teacher,Meteorologist,22
Mental health nurse,Health service manager,32
Therapeutic radiographer,Local government officer,32
Community pharmacist,Tourist information centre manager,20
Barrister,"Civil engineer, consulting",25
"Teacher, special educational needs",Chief Marketing Officer,24
Electronics engineer,Herbalist,20
Press photographer,Writer,28
Drilling engineer,English as a foreign language teacher,23
"Scientist, forensic","Surveyor, commercial/residential",26
Operational researcher,Advice worker,23
Analytical chemist,Geographical information systems officer,16
Public relations account executive,IT technical support officer,22
Immigration officer,"Buyer, industrial",25
"Editor, commissioning","Civil engineer, consulting",21
Print production planner,IT sales professional,22
Contracting civil engineer,Consulting civil engineer,21
"Scientist, research (physical sciences)",Clinical molecular geneticist,24
Leisure centre manager,Insurance broker,20
"Development worker, international aid",Medical secretary,20
Science writer,"Engineer, manufacturing",29
Occupational psychologist,Waste management officer,20
Senior tax professional/tax inspector,Restaurant manager,26
Sub,"Producer, television/film/video",19
Paramedic,Environmental education officer,22
Bookseller,"Designer, ceramics/pottery",31
Barista,Photographer,23
Counselling psychologist,Food technologist,20
"Radiographer, therapeutic",Solicitor,21
Ship broker,Town planner,28
Financial trader,Environmental manager,25
Hydrologist,Fashion designer,15
Customer service manager,Intelligence analyst,16
"Psychologist, prison and probation services",Probation officer,23
Veterinary surgeon,"Therapist, art",19
Translator,Mining engineer,21
Medical physicist,Soil scientist,24
Product manager,Public house manager,30
Forensic psychologist,Environmental education officer,22
Occupational psychologist,Furniture conservator/restorer,26
"Engineer, manufacturing",Conference centre manager,28
Theme park manager,Armed forces technical officer,28
"Engineer, production",Agricultural engineer,21
Haematologist,"Engineer, maintenance",27
Control and instrumentation engineer,Social researcher,20
Commercial horticulturist,Further education lecturer,24
Chemical engineer,Educational psychologist,24
Contractor,Politician's assistant,15
Retail merchandiser,Quantity surveyor,19
Education administrator,Animal technologist,24
Building surveyor,Video editor,15
Research scientist (maths),Acupuncturist,22
Housing manager/officer,Information officer,20
"Buyer, industrial",Minerals surveyor,15
"Psychologist, educational","Designer, furniture",30
Broadcast engineer,"Surveyor, hydrographic",25
Advertising copywriter,"Designer, exhibition/display",29
Heritage manager,"Pharmacist, hospital",32
Museum education officer,Make,19
Early years teacher,Commercial/residential surveyor,17
Trade union research officer,"Psychologist, sport and exercise",23
Set designer,Financial manager,31
Garment/textile technologist,Legal executive,24
"Investment banker, operational",Occupational hygienist,15
"Designer, blown glass/stained glass",Consulting civil engineer,21
Health service manager,"Geologist, wellsite",24
Plant breeder/geneticist,Further education lecturer,23
Investment analyst,"Scientist, research (life sciences)",15
"Teacher, special educational needs",Broadcast journalist,23
"Psychologist, forensic",Brewing technologist,20
Tax adviser,Planning and development surveyor,31
Local government officer,"Development worker, international aid",19
"Buyer, industrial",Television camera operator,15
Counsellor,"Engineer, mining",27
Aid worker,"Pharmacist, hospital",22
Retail banker,Music tutor,19
Ophthalmologist,Chiropractor,23
"Buyer, retail",Animal nutritionist,29
Retail banker,Product manager,25
"Investment banker, corporate",Hydrographic surveyor,31
Diplomatic Services operational officer,Architectural technologist,32
Data processing manager,Corporate treasurer,18
Higher education lecturer,Conference centre manager,27
Textile designer,"Horticulturist, amenity",22
Medical sales representative,Lawyer,31
Dentist,"Engineer, manufacturing",16
Interior and spatial designer,Illustrator,16
Animator,"Pharmacist, hospital",19
Dispensing optician,Acupuncturist,29
Stage manager,"Therapist, sports",19
Geochemist,Animal technologist,23
Interpreter,"Teacher, secondary school",24
"Engineer, water","Programme researcher, broadcasting/film/video",16
Environmental consultant,"Administrator, arts",15
"Administrator, arts",IT sales professional,28
"Presenter, broadcasting","Designer, exhibition/display",21
Location manager,Clinical cytogeneticist,28
Fast food restaurant manager,Dance movement psychotherapist,18
Marketing executive,IT technical support officer,30
Learning disability nurse,"Designer, blown glass/stained glass",23
Geoscientist,Sports therapist,17
Public relations account executive,"Engineer, biomedical",21
Advice worker,"Engineer, maintenance (IT)",21
Insurance broker,Personnel officer,19
Mental health nurse,Bookseller,22
"Horticulturist, commercial","Producer, television/film/video",18
Politician's assistant,"Lecturer, further education",21
Artist,"Production designer, theatre/television/film",21
"Engineer, manufacturing systems",Architect,22
"Designer, exhibition/display",Haematologist,28
Lobbyist,Best boy,31
Illustrator,Systems developer,24
"Therapist, occupational","Scientist, physiological",23
Chartered management accountant,Adult guidance worker,16
Conference centre manager,Printmaker,28
Exercise physiologist,"Engineer, production",25
"Engineer, energy",Armed forces technical officer,17
"Engineer, agricultural",Magazine journalist,28
Podiatrist,Animator,28
Field trials officer,"Scientist, water quality",15
Consulting civil engineer,Adult nurse,29
"Journalist, magazine",Database administrator,21
Theatre stage manager,"Engineer, site",16
IT sales professional,Physiotherapist,22
Environmental manager,Illustrator,29
Technical author,Medical sales representative,20
"Administrator, arts",Technical brewer,29
"Teacher, English as a foreign language",Financial risk analyst,26
Systems analyst,Personnel officer,21
Technical author,Technical brewer,22
Fine artist,Drilling engineer,23
English as a foreign language teacher,Records manager,32
Music therapist,English as a second language teacher,31
Petroleum engineer,Environmental health practitioner,18
Product/process development scientist,Waste management officer,30
Fast food restaurant manager,Clothing/textile technologist,20
Health visitor,Accommodation manager,18
Public relations account executive,Health promotion specialist,30
General practice doctor,"Geneticist, molecular",20
Secretary/administrator,Field seismologist,29
Regulatory affairs officer,Medical technical officer,27
"Psychologist, clinical",Insurance account manager,20
"Scientist, marine","Scientist, marine",17
Merchant navy officer,Pathologist,21
Interpreter,Multimedia programmer,17
"Pilot, airline",Arts development officer,16
Horticultural consultant,"Solicitor, Scotland",25
"Therapist, art",Tourism officer,24
Herbalist,"Production assistant, television",30
Art gallery manager,Probation officer,30
Interior and spatial designer,Radiation protection practitioner,31
Comptroller,"Embryologist, clinical",25
Market researcher,"Education officer, community",28
Equality and diversity officer,Camera operator,16
"Teacher, English as a foreign language",Tax inspector,19
Naval architect,Water engineer,27
Child psychotherapist,Analytical chemist,15
Investment analyst,"Research officer, trade union",28
"Nurse, learning disability",Ranger/warden,22
Metallurgist,Clothing/textile technologist,26
Mudlogger,Technical brewer,17
IT trainer,"Engineer, control and instrumentation",19
Fast food restaurant manager,Paramedic,31
Occupational psychologist,Historic buildings inspector/conservation officer,22
Retail manager,"Research officer, political party",20
Clinical cytogeneticist,Civil Service fast streamer,18
Learning mentor,Civil Service fast streamer,17
"Doctor, hospital","Psychologist, educational",25
Cartographer,Telecommunications researcher,22
Mental health nurse,Hydrologist,19
"Designer, exhibition/display","Scientist, research (physical sciences)",22
"Scientist, research (maths)",Music tutor,32
"Production designer, theatre/television/film","Therapist, speech and language",24
Print production planner,Materials engineer,31
Structural engineer,Building control surveyor,16
Best boy,"Administrator, education",17
"Engineer, automotive",Youth worker,15
Chiropractor,Artist,22
"Designer, fashion/clothing",Furniture conservator/restorer,29
Interior and spatial designer,Accounting technician,15
Hydrogeologist,Economist,28
"Education officer, community",Toxicologist,26
"Engineer, manufacturing systems","Teacher, special educational needs",30
Training and development officer,Building services engineer,31
Airline pilot,Health and safety inspector,22
Marketing executive,Chief Marketing Officer,17
"Development worker, international aid","Nurse, children's",17
Medical sales representative,Comptroller,22
Dispensing optician,"Therapist, occupational",17
Child psychotherapist,Paramedic,16
Press sub,Information officer,24
Further education lecturer,International aid/development worker,15
"Journalist, broadcasting",Housing manager/officer,15
Personal assistant,"Engineer, biomedical",20
Armed forces operational officer,Cabin crew,18
Therapeutic radiographer,Structural engineer,27
Amenity horticulturist,Ecologist,29
Higher education careers adviser,"Teacher, special educational needs",21
Clinical biochemist,Camera operator,29
"Radiographer, diagnostic","Engineer, maintenance (IT)",19
Video editor,Further education lecturer,26
Phytotherapist,Corporate treasurer,26
"Clinical scientist, histocompatibility and immunogenetics",Retail manager,20
"Teacher, music",Psychiatrist,17
Quality manager,"Therapist, horticultural",17
Theatre stage manager,"Production assistant, television",21
Counselling psychologist,Surgeon,29
Estate manager/land agent,Actuary,22
Landscape architect,"Designer, blown glass/stained glass",25
Commercial art gallery manager,Chartered loss adjuster,16
Exercise physiologist,Geochemist,27
Chief Executive Officer,Meteorologist,30
Commissioning editor,"Engineer, mining",19
Media planner,Office manager,30
Public house manager,Commercial/residential surveyor,20
Chief Strategy Officer,"Psychologist, occupational",16
