Name,Job,Salary
"Designer, industrial/product","Surveyor, building control",26
Electrical engineer,Accommodation manager,26
Animal nutritionist,Energy engineer,28
Gaffer,Housing manager/officer,32
Sub,"Surveyor, building",32
Advertising art director,"Therapist, sports",26
Structural engineer,Hydrologist,31
General practice doctor,Production engineer,26
"Horticulturist, amenity","Radiographer, therapeutic",20
Police officer,Multimedia programmer,22
"Scientist, research (medical)",Agricultural consultant,22
"Lecturer, higher education",Adult nurse,19
Clinical biochemist,Product/process development scientist,19
"Investment banker, operational",Barrister,28
General practice doctor,Archivist,32
"Engineer, maintenance (IT)","Accountant, chartered",19
"Engineer, manufacturing","Therapist, drama",29
"Scientist, physiological",Public house manager,27
Fashion designer,"Nurse, mental health",16
Hydrogeologist,Furniture designer,22
"Buyer, industrial",Horticultural consultant,25
"Psychologist, counselling",Occupational psychologist,29
Occupational hygienist,Legal executive,31
Careers information officer,Air cabin crew,18
Mudlogger,Product/process development scientist,19
"Merchandiser, retail",Chiropodist,19
Technical sales engineer,"Engineer, building services",26
Music therapist,Geographical information systems officer,26
"Psychologist, educational","Sales professional, IT",29
Clinical cytogeneticist,Mudlogger,24
Clinical cytogeneticist,Corporate treasurer,24
Further education lecturer,Company secretary,23
Meteorologist,Sport and exercise psychologist,29
"Accountant, chartered public finance",Pensions consultant,15
IT technical support officer,Operational researcher,31
Town planner,Ship broker,28
Commercial/residential surveyor,Television/film/video producer,21
Writer,Operations geologist,16
Computer games developer,"Therapist, horticultural",24
Art gallery manager,Theatre stage manager,16
"Engineer, communications",Product/process development scientist,26
"Surveyor, insurance","Exhibitions officer, museum/gallery",30
"Librarian, public",Human resources officer,16
Dance movement psychotherapist,"Surveyor, land/geomatics",20
English as a foreign language teacher,Hotel manager,32
"Designer, television/film set","Engineer, electrical",32
Hydrographic surveyor,"Nurse, adult",26
Broadcast engineer,"Designer, television/film set",30
Chief Strategy Officer,Environmental consultant,22
Glass blower/designer,Clinical biochemist,28
Teaching laboratory technician,"Radiographer, therapeutic",20
Music tutor,Volunteer coordinator,22
Bookseller,Naval architect,32
"Engineer, control and instrumentation",Insurance broker,15
"Scientist, biomedical",Proofreader,28
Diagnostic radiographer,Commissioning editor,20
Chiropodist,Fish farm manager,30
English as a foreign language teacher,"Pilot, airline",23
Volunteer coordinator,Chartered public finance accountant,31
"Scientist, forensic",Health promotion specialist,23
Podiatrist,Publishing copy,23
Graphic designer,Diplomatic Services operational officer,30
Set designer,Communications engineer,19
Clinical research associate,Nature conservation officer,18
Applications developer,"Pharmacist, hospital",25
Travel agency manager,Broadcast engineer,21
Diplomatic Services operational officer,"Administrator, education",22
Company secretary,Nutritional therapist,26
Fish farm manager,Health service manager,20
Speech and language therapist,Counsellor,17
Tourism officer,Insurance account manager,16
Ship broker,Retail merchandiser,15
"Designer, jewellery",Medical illustrator,26
Health and safety adviser,Media buyer,24
Race relations officer,Forensic scientist,18
Financial risk analyst,Higher education careers adviser,30
Building surveyor,Hydrographic surveyor,15
Chartered accountant,Training and development officer,25
"Clinical scientist, histocompatibility and immunogenetics",Insurance claims handler,19
"Surveyor, building",Soil scientist,26
Medical technical officer,Patent attorney,19
"Surveyor, building",Social researcher,15
Restaurant manager,Community education officer,26
Commercial horticulturist,"Designer, multimedia",21
"Engineer, aeronautical",Retail merchandiser,30
Community education officer,"Geneticist, molecular",32
"Therapist, sports",Electrical engineer,30
IT sales professional,Regulatory affairs officer,18
"Teacher, English as a foreign language",Interpreter,30
Product/process development scientist,Ceramics designer,32
Structural engineer,Ophthalmologist,21
Geographical information systems officer,Advertising art director,31
Psychiatrist,Sports coach,29
Event organiser,"Designer, television/film set",22
Newspaper journalist,Medical sales representative,17
"Engineer, manufacturing systems",Plant breeder/geneticist,28
Tax inspector,"Pharmacist, hospital",23
"Teacher, primary school",Exhibition designer,17
Counsellor,Biomedical engineer,27
Research scientist (life sciences),"Buyer, industrial",28
Field trials officer,Multimedia programmer,22
Secretary/administrator,Geophysicist/field seismologist,22
"Psychologist, occupational",Ecologist,21
Facilities manager,Geographical information systems officer,15
Patent examiner,Commercial art gallery manager,23
Structural engineer,Clinical biochemist,21
Paramedic,"Scientist, research (medical)",25
Writer,Biomedical engineer,31
Television camera operator,Waste management officer,29
Audiological scientist,"Nurse, mental health",21
IT consultant,Recruitment consultant,17
Theatre stage manager,Lobbyist,17
Probation officer,"Sound technician, broadcasting/film/video",19
Optometrist,Advertising account planner,25
"Education officer, community",Forest/woodland manager,23
"Therapist, music",Dramatherapist,32
Historic buildings inspector/conservation officer,"Scientist, biomedical",32
Radio producer,Early years teacher,22
"Production assistant, television",IT consultant,20
Pharmacologist,"Chemist, analytical",27
Financial trader,Education administrator,30
Editorial assistant,Dentist,22
"Buyer, retail",Horticultural consultant,26
Ship broker,Barrister,32
Exercise physiologist,Clinical biochemist,30
Secretary/administrator,"Psychologist, occupational",18
Barrister's clerk,"Nurse, children's",17
Trade union research officer,Occupational therapist,20
"Designer, ceramics/pottery",Information officer,29
"Surveyor, hydrographic",Arts administrator,16
Health and safety inspector,Glass blower/designer,15
Retail banker,Electrical engineer,25
"Buyer, retail",Sub,15
Medical physicist,Museum education officer,15
Pathologist,Electronics engineer,24
Architect,Immigration officer,22
Computer games developer,Information systems manager,28
Sports coach,Probation officer,17
Accounting technician,Print production planner,17
"Surveyor, hydrographic",Communications engineer,21
"Teacher, early years/pre",Dealer,30
Environmental health practitioner,Product/process development scientist,17
Comptroller,Editorial assistant,29
Geoscientist,Financial trader,23
Building services engineer,Seismic interpreter,17
"Engineer, manufacturing",Art therapist,15
"Teacher, adult education",Phytotherapist,25
"Engineer, technical sales","Teacher, early years/pre",26
"Psychologist, clinical",Theatre stage manager,15
"Civil engineer, consulting",Retail manager,23
Publishing copy,"Engineer, civil (consulting)",17
Consulting civil engineer,Historic buildings inspector/conservation officer,22
Ophthalmologist,"Psychologist, educational",30
Adult guidance worker,Writer,25
"Scientist, water quality",Management consultant,28
Pharmacologist,Systems developer,27
"Psychologist, occupational",Health physicist,32
General practice doctor,Fast food restaurant manager,17
Art gallery manager,Professor Emeritus,15
Radio broadcast assistant,Nature conservation officer,20
Hydrologist,Materials engineer,30
Geographical information systems officer,Actuary,21
Mechanical engineer,"Engineer, civil (consulting)",15
Artist,Recruitment consultant,28
Dramatherapist,Osteopath,19
Dealer,Colour technologist,31
Multimedia programmer,"Surveyor, building",17
"Solicitor, Scotland","Engineer, technical sales",20
"Scientist, research (physical sciences)","Psychologist, prison and probation services",29
Early years teacher,Sales executive,15
Product designer,Paramedic,20
Nutritional therapist,Ranger/warden,21
"Teacher, music",Rural practice surveyor,31
Tax inspector,Scientific laboratory technician,25
"Therapist, sports","Designer, jewellery",28
Seismic interpreter,Publishing rights manager,26
"Geologist, wellsite",Minerals surveyor,22
"Designer, industrial/product",Translator,18
"Designer, interior/spatial",Immunologist,32
Psychiatric nurse,"Engineer, production",28
"Administrator, local government",Adult guidance worker,15
Recruitment consultant,Insurance underwriter,25
Museum/gallery exhibitions officer,Tree surgeon,27
Clinical research associate,Retail merchandiser,24
Theatre manager,Podiatrist,23
Fish farm manager,Planning and development surveyor,23
Freight forwarder,Nutritional therapist,28
Comptroller,Network engineer,31
"Programmer, applications",Risk manager,32
Research scientist (maths),"Engineer, manufacturing systems",16
Acupuncturist,Catering manager,30
Medical physicist,"Producer, television/film/video",24
"Programmer, applications",Hospital pharmacist,30
Environmental manager,Horticultural consultant,17
Medical technical officer,"Investment banker, operational",22
"Investment banker, operational",Information systems manager,17
Materials engineer,Sport and exercise psychologist,21
IT consultant,Sales promotion account executive,31
Statistician,Nutritional therapist,19
Set designer,Special effects artist,30
Holiday representative,Energy engineer,19
Adult nurse,Diplomatic Services operational officer,23
"Teacher, English as a foreign language",Commercial art gallery manager,29
Production engineer,Musician,22
Sports coach,Charity fundraiser,28
"Engineer, building services","Clinical scientist, histocompatibility and immunogenetics",32
Maintenance engineer,Academic librarian,15
Financial risk analyst,Corporate investment banker,22
Primary school teacher,Industrial/product designer,22
"Lighting technician, broadcasting/film/video",Armed forces technical officer,18
"Programmer, multimedia",Set designer,22
"Engineer, structural",Automotive engineer,31
Materials engineer,Medical technical officer,22
"Scientist, physiological",Music tutor,28
Special effects artist,Insurance risk surveyor,26
Race relations officer,"Administrator, local government",19
Occupational therapist,Gaffer,25
"Psychologist, counselling",Architect,29
Ergonomist,Advice worker,19
Field trials officer,"Civil engineer, consulting",29
Museum education officer,Network engineer,24
Clinical research associate,Quantity surveyor,25
"Designer, exhibition/display",Industrial/product designer,19
Purchasing manager,"Nurse, learning disability",16
"Lecturer, higher education",Automotive engineer,28
"Engineer, technical sales",Medical technical officer,22
Charity fundraiser,Immigration officer,22
"Therapist, occupational",Farm manager,17
Public house manager,"Scientist, audiological",32
Forest/woodland manager,"Engineer, civil (consulting)",22
Event organiser,Estate manager/land agent,28
Fashion designer,Medical illustrator,19
"Scientist, clinical (histocompatibility and immunogenetics)",Broadcast journalist,18
Tree surgeon,"Embryologist, clinical",28
Health promotion specialist,Higher education careers adviser,28
Magazine journalist,"Therapist, music",18
"Civil engineer, contracting","Scientist, forensic",26
"Psychologist, prison and probation services",Equities trader,32
Visual merchandiser,Early years teacher,23
"Sales professional, IT","Investment banker, operational",28
"Engineer, drilling",TEFL teacher,24
Electronics engineer,"Psychotherapist, child",28
"Pilot, airline","Physicist, medical",23
"Restaurant manager, fast food","Embryologist, clinical",25
Community arts worker,"Designer, television/film set",25
"Designer, industrial/product",Chartered legal executive (England and Wales),19
"Designer, graphic",Hotel manager,22
"Engineer, building services",Comptroller,16
Restaurant manager,Fashion designer,32
Economist,Fisheries officer,23
"Sales professional, IT",Film/video editor,15
"Physicist, medical",Biomedical engineer,21
Glass blower/designer,Patent attorney,16
Ecologist,Solicitor,16
Holiday representative,Waste management officer,24
"Engineer, biomedical",Sport and exercise psychologist,21
Politician's assistant,Maintenance engineer,25
Quarry manager,"Engineer, maintenance (IT)",28
Phytotherapist,Production manager,16
"Production designer, theatre/television/film",Acupuncturist,26
Secondary school teacher,Recycling officer,17
"Presenter, broadcasting",Phytotherapist,17
Database administrator,Data scientist,20
Environmental manager,"Engineer, energy",30
"Teacher, English as a foreign language","Designer, television/film set",18
Local government officer,"Nurse, adult",17
Surgeon,"Investment banker, operational",31
"Pilot, airline",Building surveyor,20
Geochemist,Copy,29
Farm manager,Ergonomist,22
"Nurse, mental health",Location manager,30
"Therapist, sports","Administrator, Civil Service",26
"Engineer, civil (consulting)",Furniture designer,32
Trade mark attorney,Chemical engineer,28
"Engineer, civil (consulting)",Operational researcher,30
Air cabin crew,"Radiographer, therapeutic",16
Technical sales engineer,Primary school teacher,27
Garment/textile technologist,Tourism officer,19
Communications engineer,Textile designer,26
"Scientist, water quality",Speech and language therapist,20
"Nurse, adult",Medical laboratory scientific officer,22
Immigration officer,"Research officer, trade union",20
Statistician,Chief Executive Officer,18
Television/film/video producer,Video editor,20
Bookseller,Sales promotion account executive,31
Special effects artist,Maintenance engineer,16
Forest/woodland manager,Professor Emeritus,19
Merchant navy officer,Fish farm manager,21
Engineering geologist,"Engineer, materials",24
"Surveyor, building control","Solicitor, Scotland",23
Media planner,Data scientist,18
"Scientist, research (life sciences)",Occupational hygienist,16
Sports development officer,Fine artist,24
Community arts worker,"Programmer, systems",29
Counsellor,Drilling engineer,16
Consulting civil engineer,Office manager,26
Dealer,Conference centre manager,27
Freight forwarder,"Librarian, public",31
Professor Emeritus,Medical sales representative,31
Technical sales engineer,"Research officer, government",32
"Surveyor, quantity",Musician,18
Sport and exercise psychologist,Freight forwarder,26
General practice doctor,Media buyer,20
Location manager,Merchant navy officer,23
Set designer,Careers adviser,17
Archivist,"Development worker, international aid",21
"Embryologist, clinical",Intelligence analyst,29
Pharmacologist,"Doctor, general practice",26
"Lecturer, further education","Nurse, adult",25
Location manager,Community pharmacist,17
"Pharmacist, community",Maintenance engineer,20
"Pharmacist, hospital",Water quality scientist,31
"Secretary, company","Therapist, horticultural",32
Broadcast journalist,Animal technologist,16
Pensions consultant,Psychiatrist,20
"Optician, dispensing",Occupational hygienist,29
Cabin crew,"Pharmacist, hospital",30
"Administrator, education","Scientist, product/process development",32
Minerals surveyor,Chiropractor,15
Stage manager,Firefighter,21
Immunologist,Learning disability nurse,22
"Therapist, occupational","Scientist, clinical (histocompatibility and immunogenetics)",29
"Buyer, industrial",Nature conservation officer,30
Chief Strategy Officer,Data scientist,28
Furniture designer,Naval architect,30
Barrister,Tax inspector,30
Banker,Counselling psychologist,32
Architect,Forensic psychologist,30
Higher education careers adviser,Records manager,19
Artist,"Teacher, primary school",22
Higher education careers adviser,"Programme researcher, broadcasting/film/video",25
"Programmer, systems",Barista,26
Information systems manager,"Geologist, engineering",31
"Engineer, broadcasting (operations)","Therapist, music",17
Event organiser,Exhibition designer,26
"Chemist, analytical",Senior tax professional/tax inspector,20
"Programmer, applications",Immigration officer,26
Broadcast presenter,"Scientist, biomedical",31
Artist,Forest/woodland manager,18
Curator,"Chemist, analytical",31
"Designer, exhibition/display",Chartered management accountant,15
"Doctor, general practice",Automotive engineer,16
Insurance risk surveyor,Bookseller,23
Higher education careers adviser,Radio producer,19
Manufacturing engineer,Computer games developer,28
"Buyer, industrial",Accommodation manager,24
Automotive engineer,Public relations officer,27
Stage manager,Cytogeneticist,21
Art therapist,Hydrogeologist,16
"Surveyor, commercial/residential",Warehouse manager,28
Counselling psychologist,Further education lecturer,21
Educational psychologist,Paediatric nurse,30
Community arts worker,Risk manager,16
Multimedia programmer,"Designer, multimedia",28
Risk analyst,Medical technical officer,27
Clinical biochemist,Chief Marketing Officer,29
Ambulance person,Amenity horticulturist,19
Personal assistant,Accommodation manager,27
Ophthalmologist,Agricultural consultant,26
Clinical cytogeneticist,Newspaper journalist,16
Secondary school teacher,Geoscientist,30
Trade union research officer,Tour manager,29
Air broker,Sales executive,27
"Engineer, mining",Administrator,22
"Designer, television/film set","Surveyor, commercial/residential",15
Artist,Barrister,24
"Surveyor, quantity",Engineering geologist,25
Proofreader,Magazine features editor,30
Chiropodist,"Engineer, building services",31
Information officer,IT technical support officer,16
"Engineer, automotive","Lighting technician, broadcasting/film/video",18
"Horticulturist, commercial",Magazine journalist,19
Records manager,Primary school teacher,22
Secondary school teacher,"Scientist, research (medical)",16
Outdoor activities/education manager,"Secretary, company",16
"Investment banker, operational",Civil Service administrator,29
Neurosurgeon,Gaffer,28
"Horticulturist, commercial",Investment analyst,22
Town planner,"Restaurant manager, fast food",16
Industrial buyer,General practice doctor,16
Travel agency manager,Commercial art gallery manager,29
Haematologist,Politician's assistant,31
Risk analyst,Midwife,20
Financial planner,Interior and spatial designer,22
Museum/gallery conservator,Town planner,15
Medical illustrator,"Chemist, analytical",32
Civil Service administrator,Freight forwarder,26
Print production planner,Mining engineer,26
Consulting civil engineer,Counsellor,19
"Surveyor, rural practice","Restaurant manager, fast food",19
Haematologist,Network engineer,17
Public house manager,Furniture conservator/restorer,28
Dietitian,"Exhibitions officer, museum/gallery",26
Landscape architect,Horticultural consultant,22
Commercial/residential surveyor,"Therapist, sports",27
Petroleum engineer,Corporate investment banker,30
"Producer, television/film/video",IT consultant,22
Pathologist,"Doctor, hospital",24
Physiotherapist,Financial manager,22
Probation officer,Sports administrator,24
"Education officer, environmental",Special effects artist,30
Futures trader,Music tutor,32
Marine scientist,Ophthalmologist,32
Academic librarian,"Designer, exhibition/display",25
Chartered public finance accountant,Advertising account executive,31
Medical illustrator,"Programmer, systems",22
Artist,Publishing rights manager,23
Public affairs consultant,"Optician, dispensing",26
Insurance account manager,"Programme researcher, broadcasting/film/video",32
"Engineer, energy","Administrator, local government",28
"Psychologist, forensic",Seismic interpreter,21
Insurance risk surveyor,Neurosurgeon,29
"Production assistant, radio",Sports therapist,24
"Research officer, government",Interpreter,16
"Civil engineer, consulting",Hydrologist,19
Insurance claims handler,"Conservator, museum/gallery",29
Learning disability nurse,"Surveyor, insurance",22
Location manager,Trade union research officer,15
Dentist,"Education officer, community",25
"Investment banker, operational","Engineer, aeronautical",28
Pathologist,Private music teacher,31
"Engineer, water",Contracting civil engineer,20
Research scientist (life sciences),Occupational hygienist,20
"Scientist, research (maths)",Theatre manager,21
Environmental consultant,Fine artist,22
"Accountant, chartered","Administrator, sports",16
Chartered public finance accountant,"Producer, radio",29
"Designer, exhibition/display","Accountant, chartered certified",21
Special educational needs teacher,Metallurgist,22
Lexicographer,Trading standards officer,25
"Journalist, newspaper",Lobbyist,28
Audiological scientist,Housing manager/officer,27
Television floor manager,Air cabin crew,32
Warden/ranger,Tourism officer,29
Animal technologist,Therapeutic radiographer,18
Landscape architect,Production engineer,16
Landscape architect,Financial planner,26
Health visitor,Armed forces technical officer,28
Petroleum engineer,Adult guidance worker,15
"Accountant, chartered",Arts development officer,31
Legal executive,"Engineer, building services",18
Forensic psychologist,"Designer, blown glass/stained glass",29
"Engineer, communications","Designer, fashion/clothing",29
Public librarian,Magazine features editor,18
Leisure centre manager,Writer,31
IT sales professional,"Nurse, adult",17
Interior and spatial designer,Lawyer,22
Communications engineer,Bookseller,20
Secondary school teacher,Personal assistant,16
Race relations officer,Research scientist (life sciences),24
Maintenance engineer,Environmental manager,21
Physiological scientist,Quarry manager,27
"Horticulturist, commercial",Information officer,26
Photographer,Retail buyer,23
"Scientist, research (life sciences)",Engineering geologist,21
Make,"Surveyor, building control",32
Geochemist,Politician's assistant,20
"Surveyor, building control","Conservator, furniture",26
Lexicographer,Travel agency manager,23
Television/film/video producer,"Psychologist, counselling",19
Chartered public finance accountant,"Biochemist, clinical",20
Metallurgist,Child psychotherapist,23
"Production assistant, television","Pharmacist, community",28
Public relations officer,Financial planner,26
"Surveyor, mining",Cartographer,25
Television floor manager,Editorial assistant,23
General practice doctor,Automotive engineer,16
Dealer,Jewellery designer,16
Meteorologist,Mining engineer,21
"Designer, interior/spatial",Ambulance person,16
Human resources officer,"Geologist, wellsite",15
"Scientist, research (physical sciences)","Therapist, art",32
Accounting technician,Quality manager,28
Architectural technologist,Leisure centre manager,26
Human resources officer,Neurosurgeon,29
Housing manager/officer,Patent examiner,31
Arts development officer,"Therapist, horticultural",16
Customer service manager,Tourism officer,18
"Engineer, control and instrumentation",Site engineer,15
"Administrator, charities/voluntary organisations",Site engineer,24
Chiropractor,"Engineer, chemical",20
Public house manager,"Radiographer, diagnostic",30
Legal executive,Freight forwarder,17
"Designer, fashion/clothing",Financial manager,29
"Presenter, broadcasting","Lecturer, higher education",22
Physiological scientist,Printmaker,18
Psychiatrist,"Engineer, technical sales",18
Equality and diversity officer,Early years teacher,31
"Designer, television/film set",Site engineer,28
Chartered legal executive (England and Wales),Chief Strategy Officer,16
Youth worker,"Therapist, music",18
General practice doctor,Planning and development surveyor,15
Training and development officer,Industrial/product designer,26
Osteopath,Community development worker,18
Mental health nurse,Film/video editor,19
Legal executive,"Conservation officer, nature",22
Industrial buyer,"Teacher, English as a foreign language",19
Passenger transport manager,Magazine journalist,30
Curator,Film/video editor,17
"Psychologist, clinical",Hospital doctor,22
Arts development officer,Newspaper journalist,19
Product designer,Barista,29
Automotive engineer,"Engineer, structural",26
General practice doctor,Advertising account executive,18
Charity fundraiser,"Designer, furniture",25
"Surveyor, mining",Police officer,29
Air broker,Race relations officer,25
Field seismologist,Telecommunications researcher,23
Production engineer,Records manager,26
Chartered certified accountant,Air cabin crew,15
"Lecturer, higher education",Sports administrator,26
Ambulance person,"Administrator, sports",15
Water engineer,Ambulance person,20
Chief of Staff,Sports therapist,22
Production engineer,Community education officer,19
Tourist information centre manager,Commercial/residential surveyor,17
Technical author,"Scientist, audiological",32
Product/process development scientist,Music therapist,26
Chartered loss adjuster,Orthoptist,18
Set designer,Financial manager,22
Press sub,"Therapist, speech and language",21
Adult nurse,Television camera operator,15
Podiatrist,Electrical engineer,16
Mudlogger,Risk manager,28
Gaffer,Private music teacher,29
Chartered public finance accountant,Therapeutic radiographer,20
"Journalist, newspaper","Surveyor, building control",32
Farm manager,Data processing manager,24
Advertising art director,"Investment banker, operational",20
Chartered management accountant,Camera operator,29
Print production planner,Photographer,30
"Engineer, aeronautical",Bookseller,15
Sub,IT technical support officer,25
Company secretary,"Education officer, museum",17
Surgeon,Electronics engineer,18
Market researcher,Agricultural engineer,17
Accounting technician,Telecommunications researcher,22
Warehouse manager,"Journalist, newspaper",20
Holiday representative,Sports coach,26
"Administrator, local government",Archivist,28
Biomedical engineer,Film/video editor,29
Chief Operating Officer,Electronics engineer,24
IT trainer,Environmental health practitioner,16
Technical sales engineer,Building control surveyor,28
Forensic psychologist,Chief Strategy Officer,21
Data scientist,Health and safety inspector,27
"Lecturer, higher education",Health physicist,16
Acupuncturist,General practice doctor,21
Biomedical scientist,Pension scheme manager,17
Commercial horticulturist,Quarry manager,29
Outdoor activities/education manager,"Accountant, chartered",31
Fitness centre manager,Production manager,24
Armed forces operational officer,Psychiatrist,28
"Buyer, retail","Editor, film/video",18
Automotive engineer,Garment/textile technologist,23
Electrical engineer,Media planner,31
Community arts worker,IT consultant,20
"Research officer, government",Film/video editor,24
Emergency planning/management officer,Health visitor,19
Public affairs consultant,Ceramics designer,31
"Designer, jewellery",Government social research officer,27
Research scientist (maths),Production engineer,27
Secondary school teacher,Tour manager,31
Colour technologist,Physiological scientist,24
"Education officer, museum",Waste management officer,25
Actor,Multimedia specialist,21
"Administrator, charities/voluntary organisations",Historic buildings inspector/conservation officer,20
Call centre manager,Barista,16
"Accountant, chartered",Adult nurse,16
IT trainer,Warden/ranger,15
"Engineer, maintenance (IT)",Water engineer,18
"Engineer, petroleum","Designer, graphic",15
Newspaper journalist,Broadcast engineer,24
Chief of Staff,IT consultant,31
Communications engineer,Phytotherapist,31
"Development worker, community",Charity officer,30
IT technical support officer,Educational psychologist,26
Comptroller,Paediatric nurse,22
Health visitor,Multimedia programmer,30
"Presenter, broadcasting",Clothing/textile technologist,20
Environmental education officer,Pharmacologist,21
"Therapist, music",Art gallery manager,28
Systems developer,Catering manager,17
Systems developer,"Optician, dispensing",29
Manufacturing systems engineer,"Therapist, art",22
"Loss adjuster, chartered",Management consultant,21
"Designer, television/film set",Health visitor,21
"Teacher, adult education",Podiatrist,29
"Surveyor, quantity",Glass blower/designer,21
Recycling officer,Sub,26
Nutritional therapist,Veterinary surgeon,21
Chief Marketing Officer,Tourism officer,27
"Scientist, clinical (histocompatibility and immunogenetics)",Immunologist,32
Publishing rights manager,"Psychologist, sport and exercise",30
"Pharmacist, community",Hospital pharmacist,22
Counselling psychologist,"Nurse, mental health",16
Records manager,Administrator,29
Airline pilot,Tour manager,16
Metallurgist,Sales executive,22
Environmental education officer,Chartered accountant,16
"Presenter, broadcasting","Therapist, art",23
"Education officer, museum","Optician, dispensing",32
Dispensing optician,Clinical psychologist,22
Merchant navy officer,Health promotion specialist,31
Best boy,Field trials officer,19
Lexicographer,Legal secretary,23
"Biochemist, clinical",Geochemist,15
Records manager,"Pilot, airline",27
Contracting civil engineer,Data processing manager,25
Social researcher,Actuary,23
Paediatric nurse,Medical illustrator,17
Chartered certified accountant,"Scientist, audiological",21
Dealer,"Education officer, community",20
Primary school teacher,"Horticulturist, commercial",32
Consulting civil engineer,"Nurse, children's",23
Magazine features editor,Broadcast engineer,21
Armed forces training and education officer,Chiropractor,30
"Therapist, nutritional",Biomedical engineer,32
Architect,Technical brewer,19
Careers adviser,Web designer,31
Geophysicist/field seismologist,"Surveyor, insurance",17
English as a foreign language teacher,Tree surgeon,32
Community education officer,Careers information officer,32
"Engineer, maintenance (IT)",Advertising art director,32
"Engineer, control and instrumentation","Scientist, audiological",21
Agricultural engineer,"Biochemist, clinical",19
"Therapist, horticultural",Radio producer,24
"Development worker, community",Commercial/residential surveyor,21
Energy engineer,"Teacher, music",18
"Embryologist, clinical",Logistics and distribution manager,22
Hotel manager,"Merchandiser, retail",19
Horticultural consultant,Systems analyst,30
Museum education officer,"Engineer, agricultural",24
Tour manager,"Editor, commissioning",20
Publishing copy,"Education officer, community",30
Retail merchandiser,"Scientist, marine",16
Computer games developer,"Conservator, furniture",28
"Surveyor, building",Surgeon,29
"Engineer, communications",Financial trader,16
"Clinical scientist, histocompatibility and immunogenetics",Merchant navy officer,31
Chartered loss adjuster,Database administrator,31
"Engineer, control and instrumentation",Intelligence analyst,24
Special educational needs teacher,"Buyer, retail",17
Astronomer,Commercial art gallery manager,24
Commercial horticulturist,Acupuncturist,19
Herpetologist,Commercial/residential surveyor,26
"Producer, radio",Recycling officer,20
Barrister's clerk,Chartered management accountant,29
Contractor,"Therapist, horticultural",28
Government social research officer,Equality and diversity officer,19
Personal assistant,Illustrator,23
Software engineer,General practice doctor,18
Control and instrumentation engineer,Barrister's clerk,18
"Accountant, chartered",Dance movement psychotherapist,28
Data scientist,"Teacher, primary school",30
Armed forces training and education officer,"Engineer, manufacturing systems",28
"Engineer, civil (consulting)",Hydrographic surveyor,15
Civil Service fast streamer,International aid/development worker,27
"Exhibitions officer, museum/gallery",Hospital pharmacist,29
"Biochemist, clinical",Civil Service fast streamer,24
"Production designer, theatre/television/film",Fish farm manager,24
Radio producer,Advertising copywriter,30
Food technologist,Market researcher,18
Product/process development scientist,Regulatory affairs officer,28
"Surveyor, mining","Therapist, occupational",26
Structural engineer,Accounting technician,24
Government social research officer,Translator,22
Toxicologist,"Programmer, applications",21
Barrister's clerk,"Physicist, medical",27
Local government officer,Housing manager/officer,19
Secretary/administrator,"Psychologist, sport and exercise",32
"Designer, blown glass/stained glass","Engineer, electrical",26
Counsellor,Art gallery manager,32
Exhibition designer,"Psychologist, forensic",19
"Runner, broadcasting/film/video",Editorial assistant,16
Charity fundraiser,Astronomer,26
Systems developer,English as a second language teacher,28
Air cabin crew,Optometrist,30
Diagnostic radiographer,Legal executive,30
"Therapist, horticultural",Camera operator,15
Forest/woodland manager,Company secretary,22
"Engineer, site",Seismic interpreter,29
Recruitment consultant,Local government officer,25
Records manager,"Nurse, children's",29
Publishing rights manager,"Chemist, analytical",17
Building control surveyor,"Education officer, community",27
Clinical embryologist,Occupational hygienist,27
"Psychologist, sport and exercise",Herpetologist,20
Clinical cytogeneticist,"Administrator, charities/voluntary organisations",18
"Education officer, museum","Research officer, government",25
Tour manager,Metallurgist,22
Telecommunications researcher,Theatre director,27
Animal nutritionist,Adult guidance worker,18
"Psychologist, counselling",Hospital pharmacist,21
Office manager,Conference centre manager,30
Immigration officer,Child psychotherapist,32
Insurance broker,"Editor, magazine features",16
Quarry manager,"Education officer, environmental",19
Community arts worker,"Engineer, broadcasting (operations)",23
Restaurant manager,Cabin crew,20
"Accountant, chartered","Engineer, automotive",28
Advertising account planner,Occupational hygienist,23
Contractor,Brewing technologist,16
Health physicist,Purchasing manager,23
Arts administrator,Ecologist,15
Web designer,"Therapist, speech and language",21
Therapeutic radiographer,Lobbyist,30
Pensions consultant,Transport planner,29
Food technologist,Pharmacologist,15
"Solicitor, Scotland","Horticulturist, amenity",21
Facilities manager,Lawyer,18
Ecologist,Technical author,29
Public librarian,Outdoor activities/education manager,17
Interpreter,Publishing copy,29
"Surveyor, land/geomatics",Adult nurse,19
Data processing manager,Landscape architect,31
Film/video editor,Medical sales representative,20
Landscape architect,Diagnostic radiographer,32
"Teacher, music",Armed forces training and education officer,19
"Editor, magazine features","Teacher, secondary school",16
Sports therapist,Careers information officer,22
Purchasing manager,Horticultural therapist,27
Contractor,"Buyer, retail",30
"Engineer, maintenance","Administrator, local government",23
"Biochemist, clinical","Engineer, control and instrumentation",22
"Embryologist, clinical","Civil engineer, contracting",32
Materials engineer,Estate agent,31
"Scientist, product/process development",Building surveyor,21
Accounting technician,"Scientist, audiological",23
Best boy,Health and safety inspector,29
Chiropodist,"Presenter, broadcasting",23
Diplomatic Services operational officer,Legal executive,29
